feedback_id,date_id,customer_id,region_id,satisfaction_score,complaint_flag,churn_risk_score
1269,20240118,520,3,3.66,False,77.63
1270,20250907,153,5,2.7,False,74.31
1271,20241223,450,4,3.99,False,31.75
1272,20241111,252,4,3.17,False,63.82
1273,20250527,198,1,3.83,False,43.91
1274,20241206,425,2,4.36,False,40.93
1275,20250708,497,1,3.09,False,77.53
1276,20241017,610,2,3.62,False,39.86
1277,20250516,19,1,3.33,False,64.84
1278,20250825,538,3,3.21,False,58.26
1279,20240510,747,1,3.48,False,64.13
1280,20240712,116,3,4.72,False,38.87
1281,20251206,406,1,3.37,False,60.73
1282,20250220,407,5,3.4,False,94.3
1283,20250509,137,5,2.93,False,88.11
1284,20250329,87,3,3.42,False,60.13
1285,20250506,443,5,3.3,False,77.04
1286,20251010,2,4,3.53,False,66.6
1287,20250530,715,1,3.68,False,65.51
1288,20250204,426,3,4.04,False,47.71
1289,20240723,589,1,2.79,True,79.69
1290,20251123,324,5,3.57,False,61.99
1291,20251001,77,1,3.38,False,57.06
1292,20250721,458,1,3.59,True,61.0
1293,20250819,511,2,4.17,False,37.29
1294,20240518,502,2,4.38,False,35.82
1295,20240621,678,5,2.79,False,74.05
1296,20250325,235,1,2.92,False,67.69
1297,20241129,503,2,4.42,False,21.73
1298,20240815,264,1,4.28,False,50.67
1299,20250322,738,5,2.92,True,68.49
1300,20250624,216,1,3.83,False,59.02
1301,20251211,665,3,4.19,False,40.93
1302,20240808,449,5,3.15,False,77.74
1303,20251021,686,2,4.61,False,15.76
1304,20240104,710,5,3.63,False,53.07
1305,20240907,186,2,4.79,False,18.59
1306,20240630,297,5,2.51,False,81.23
1307,20240511,85,3,4.46,False,23.63
1308,20251203,599,2,4.59,False,32.7
1309,20250630,570,2,4.03,False,49.45
1310,20251126,560,1,3.24,False,72.54
1311,20250214,208,5,3.68,False,58.51
1312,20250722,298,2,4.19,False,41.98
1313,20240922,564,2,3.3,False,59.15
1314,20240510,378,5,2.27,True,100.0
1315,20240417,244,2,4.39,False,43.6
1316,20250912,267,1,3.78,False,50.96
1317,20250426,624,4,4.13,False,29.85
1318,20251120,309,3,3.2,False,81.41
1319,20240120,173,3,4.09,False,43.63
1320,20250915,452,2,4.68,False,32.19
1321,20241007,130,4,3.66,False,59.38
1322,20250107,334,4,3.51,False,69.78
1323,20250304,749,2,3.54,False,78.37
1324,20241110,74,3,2.83,False,40.71
1325,20240526,333,1,2.96,True,74.6
1326,20250614,243,4,3.86,False,47.77
1327,20240207,85,3,3.83,False,31.74
1328,20241126,27,1,1.93,False,100.0
1329,20251120,654,3,3.64,False,78.23
1330,20240306,363,3,4.64,False,14.74
1331,20240523,209,4,3.69,False,34.65
1332,20250703,285,2,3.54,False,72.25
1333,20240702,642,3,4.64,False,34.1
1334,20250328,316,3,4.45,False,32.02
1335,20241001,245,2,3.91,False,34.29
1336,20250702,144,3,3.89,False,52.89
1337,20251201,577,1,3.82,False,45.01
1338,20240606,39,4,4.39,False,40.39
1339,20241116,254,3,4.14,False,39.2
1340,20240427,548,3,4.52,False,44.95
1341,20251001,209,4,3.26,False,65.57
1342,20251210,20,3,4.19,False,48.75
1343,20250309,613,5,3.01,False,72.03
1344,20250802,652,3,4.24,False,32.63
1345,20251226,533,4,3.59,False,62.41
1346,20250805,292,5,2.67,False,92.21
1347,20240915,293,3,3.85,False,30.9
1348,20251105,330,4,3.54,False,71.3
1349,20250313,278,1,3.58,False,63.49
1350,20250107,63,4,3.87,False,62.56
1351,20250606,11,1,3.23,True,100.0
1352,20240618,254,3,3.53,False,49.58
1353,20241208,416,1,3.61,False,55.5
1354,20250423,532,3,3.37,False,87.39
1355,20240824,136,2,4.68,False,33.27
1356,20250906,134,1,3.26,False,55.81
1357,20251230,525,1,3.06,False,97.94
1358,20240313,62,3,3.81,False,43.53
1359,20250907,491,3,3.47,False,54.46
1360,20240828,450,4,4.15,False,25.28
1361,20240430,667,3,3.96,False,58.69
1362,20240523,19,1,3.43,False,65.38
1363,20250630,453,2,3.75,False,41.01
1364,20240918,514,1,3.21,False,68.05
1365,20240224,610,2,3.87,False,41.15
1366,20241111,47,1,3.86,False,54.82
1367,20250903,131,2,4.79,False,31.73
1368,20241013,495,1,3.25,False,74.11
1369,20250905,382,3,4.32,False,46.49
1370,20250302,298,2,4.29,False,33.73
1371,20241003,465,2,4.29,False,27.8
1372,20250921,342,1,2.95,True,70.09
1373,20251205,379,3,3.82,False,49.43
1374,20250324,635,2,4.34,False,64.16
1375,20240305,457,1,3.26,False,71.19
1376,20240510,93,1,3.07,False,59.48
1377,20240813,39,4,4.03,False,47.69
1378,20250611,655,1,2.79,True,60.43
1379,20250912,261,4,3.33,False,37.0
1380,20240907,691,1,2.71,False,90.5
1381,20240117,579,5,2.52,True,88.97
1382,20251111,722,1,4.05,False,60.19
1383,20250416,239,3,4.05,False,41.66
1384,20240611,511,2,4.97,False,20.95
1385,20250716,175,4,3.83,False,50.57
1386,20240208,724,4,4.01,False,59.84
1387,20250812,300,2,4.58,False,25.36
1388,20241030,250,4,3.27,False,75.91
1389,20240715,164,1,3.02,False,100.0
1390,20240625,605,1,3.51,False,62.83
1391,20240611,376,1,4.23,False,42.93
1392,20240402,601,4,3.11,False,93.48
1393,20240911,670,1,2.87,False,100.0
1394,20250815,468,3,3.88,False,57.0
1395,20240625,356,4,4.78,False,33.75
1396,20251231,128,5,2.58,False,100.0
1397,20250415,379,3,4.63,False,29.57
1398,20240805,565,5,2.8,False,94.73
1399,20250602,711,1,4.24,False,47.81
1400,20251115,659,1,4.09,False,56.69
1401,20250928,440,1,2.05,True,100.0
1402,20241215,574,3,3.87,False,31.1
1403,20250101,498,4,4.0,False,46.7
1404,20240411,286,3,4.52,False,31.87
1405,20250304,511,2,4.73,False,30.17
1406,20250818,146,2,5.0,False,25.05
1407,20250426,76,3,4.42,False,11.78
1408,20250813,508,4,3.18,False,70.42
1409,20250123,74,3,5.0,False,23.44
1410,20250706,246,2,3.83,False,47.88
1411,20240526,487,2,4.89,False,16.45
1412,20250401,364,3,3.9,False,49.86
1413,20240123,574,3,3.51,False,35.41
1414,20241107,345,2,4.76,False,23.93
1415,20240310,302,2,3.74,False,18.9
1416,20250404,624,4,4.13,False,40.68
1417,20241026,111,2,2.82,False,60.59
1418,20240718,93,1,3.37,False,55.59
1419,20240708,718,3,4.23,False,45.56
1420,20250921,343,2,3.92,False,37.67
1421,20240924,262,1,3.04,False,82.91
1422,20250405,359,3,2.81,False,70.27
1423,20241203,420,1,3.11,False,68.03
1424,20241111,522,1,2.83,False,96.17
1425,20250517,131,2,4.02,False,24.58
1426,20240721,333,1,2.79,True,79.34
1427,20250602,296,1,3.91,False,58.16
1428,20250420,123,1,2.61,False,76.75
1429,20240305,97,1,3.33,False,76.56
1430,20240224,355,1,3.37,False,67.94
1431,20251216,426,3,4.55,False,29.16
1432,20250629,293,3,4.52,False,21.13
1433,20250219,496,2,4.45,False,26.38
1434,20251214,484,3,4.75,True,55.97
1435,20251010,342,1,2.61,False,74.66
1436,20240102,49,2,4.24,False,33.21
1437,20251106,203,4,2.62,False,68.78
1438,20240806,116,3,3.66,False,50.35
1439,20250511,707,3,4.41,False,33.57
1440,20251220,645,2,4.08,False,49.28
1441,20241228,13,4,4.28,False,35.91
1442,20240330,495,1,3.22,False,92.85
1443,20241120,221,2,4.92,True,42.22
1444,20240114,70,2,4.27,False,56.99
1445,20240115,157,1,3.03,True,64.85
1446,20251024,485,2,4.61,False,29.15
1447,20240828,414,2,4.22,False,20.8
1448,20250330,163,4,3.65,False,59.59
1449,20240414,515,1,3.31,False,82.09
1450,20250219,359,3,3.61,False,64.93
1451,20250419,27,1,3.18,False,78.5
1452,20240506,506,4,4.61,True,54.01
1453,20250228,259,5,2.16,True,100.0
1454,20241006,102,1,3.95,False,49.02
1455,20240703,129,4,2.99,False,71.23
1456,20240930,629,1,3.06,False,82.91
1457,20251219,255,5,3.0,False,95.56
1458,20251116,110,2,4.36,False,32.38
1459,20240304,135,3,3.79,False,42.67
1460,20240713,484,3,3.06,False,61.75
1461,20240222,136,2,4.18,False,32.2
1462,20240414,493,2,3.71,False,47.57
1463,20240218,629,1,3.55,False,68.01
1464,20250620,279,4,3.5,False,83.92
1465,20250316,179,1,3.32,False,65.41
1466,20240726,308,5,4.13,False,52.77
1467,20240419,267,1,3.75,False,56.22
1468,20240906,714,2,4.23,False,21.38
1469,20250418,215,5,2.46,False,100.0
1470,20240510,458,1,3.29,False,67.25
1471,20250211,405,3,4.28,False,40.89
1472,20250330,509,1,1.02,True,100.0
1473,20250718,170,5,3.23,False,77.47
1474,20250702,176,4,3.35,False,40.33
1475,20241201,392,4,4.04,False,53.5
1476,20251217,563,3,3.92,False,30.07
1477,20240717,512,2,4.68,False,19.24
1478,20240517,135,3,4.12,False,46.23
1479,20250529,253,3,3.88,False,42.71
1480,20250909,184,1,2.87,False,80.07
1481,20240429,291,5,3.44,False,83.44
1482,20251212,580,5,3.51,False,71.19
1483,20251209,24,3,4.02,False,53.22
1484,20250913,566,1,3.61,False,63.74
1485,20250918,194,2,4.46,False,29.97
1486,20240115,130,4,3.64,False,60.51
1487,20250511,11,1,3.46,False,88.58
1488,20250201,514,1,3.55,False,67.13
1489,20251214,229,1,3.31,False,78.51
1490,20250317,397,4,3.78,False,49.6
1491,20240118,449,5,3.52,False,60.23
1492,20240104,333,1,3.96,False,58.5
1493,20251109,613,5,3.26,False,71.8
1494,20240503,495,1,2.8,False,86.1
1495,20240428,666,2,3.95,False,45.67
1496,20240427,341,1,3.38,False,59.68
1497,20250205,535,4,3.65,False,78.56
1498,20251126,543,4,3.8,False,53.45
1499,20241017,515,1,3.11,True,98.93
1500,20250829,295,4,2.47,False,77.94
1501,20251125,94,4,3.53,False,79.36
1502,20240213,223,2,4.18,True,39.47
1503,20250727,246,2,4.28,False,38.52
1504,20251122,128,5,2.01,True,100.0
1505,20241226,732,4,4.51,True,28.61
1506,20241124,168,1,3.4,False,76.2
1507,20241011,311,2,4.63,False,18.99
1508,20250922,2,4,2.79,False,66.88
1509,20250811,17,5,2.63,False,63.22
1510,20250203,494,5,3.35,False,74.87
1511,20250716,342,1,3.21,False,71.27
1512,20250329,182,2,4.13,False,39.06
1513,20240328,705,4,3.8,False,56.86
1514,20240205,67,1,3.57,False,65.14
1515,20250225,413,3,3.65,False,39.07
1516,20240503,200,4,3.27,False,62.75
1517,20250903,158,1,3.21,False,69.68
1518,20250604,152,5,2.55,False,100.0
1519,20240320,123,1,3.38,False,65.45
1520,20250919,370,3,4.16,False,43.24
1521,20240505,257,2,5.0,False,40.27
1522,20240906,27,1,3.11,False,75.71
1523,20240618,322,4,4.55,False,12.89
1524,20240428,41,1,3.0,False,63.68
1525,20240109,56,4,3.73,False,52.43
1526,20241105,246,2,3.67,False,36.48
1527,20251216,708,2,3.58,False,43.62
1528,20240502,430,1,3.12,False,82.53
1529,20240814,568,1,3.66,False,68.1
1530,20240101,138,3,4.55,False,35.7
1531,20250702,623,1,2.91,False,85.09
1532,20250612,333,1,3.9,False,49.38
1533,20250325,637,3,3.97,True,61.47
1534,20241026,560,1,3.19,True,75.2
1535,20240604,480,1,4.02,False,45.32
1536,20240711,456,5,3.47,False,58.83
1537,20250616,604,4,3.14,True,68.86
1538,20240116,587,3,3.81,False,60.5
1539,20241003,577,1,3.69,False,40.47
1540,20250426,173,3,4.19,False,46.87
1541,20240816,79,1,3.43,False,79.16
1542,20240807,560,1,3.29,False,71.4
1543,20250806,185,1,3.14,False,70.29
1544,20250302,678,5,3.57,False,65.94
1545,20240423,571,3,3.94,False,39.05
1546,20240529,457,1,3.67,False,68.78
1547,20240825,643,1,3.87,False,50.89
1548,20250321,185,1,3.43,False,61.22
1549,20251020,38,3,3.35,False,63.55
1550,20250812,706,1,3.65,False,81.19
1551,20240722,231,1,3.35,False,66.83
1552,20240203,200,4,3.09,False,65.96
1553,20251016,747,1,2.78,False,80.65
1554,20240501,377,1,3.6,False,72.64
1555,20250714,190,2,3.5,False,59.63
1556,20240329,629,1,3.1,False,79.55
1557,20251027,215,5,2.46,False,96.93
1558,20250504,589,1,4.25,False,50.44
1559,20240618,469,1,3.45,False,93.64
1560,20240819,100,4,3.89,False,57.12
1561,20240417,748,3,3.8,False,46.28
1562,20240905,342,1,3.87,True,71.85
1563,20240718,514,1,3.27,False,71.6
1564,20241218,551,3,4.57,False,37.73
1565,20251222,69,5,3.67,False,41.04
1566,20241217,712,1,3.35,False,71.19
1567,20250414,698,5,2.53,False,92.39
1568,20250123,154,2,4.55,False,17.64
1569,20250224,387,2,4.46,False,37.38
1570,20251217,330,4,3.37,False,77.84
1571,20250718,640,5,2.18,False,100.0
1572,20250404,13,4,3.61,False,56.55
1573,20250914,251,5,3.24,False,92.3
1574,20240128,30,1,3.21,False,80.62
1575,20251229,316,3,4.5,False,21.81
1576,20240704,388,3,3.67,False,43.89
1577,20241018,208,5,3.27,False,76.21
1578,20250316,720,2,3.75,False,63.43
1579,20251014,698,5,2.61,False,86.1
1580,20240807,152,5,1.69,True,100.0
1581,20240805,532,3,3.15,False,85.07
1582,20240306,402,4,4.17,False,55.09
1583,20240514,361,2,3.56,False,45.63
1584,20250222,209,4,4.6,True,49.16
1585,20250327,177,1,2.8,False,100.0
1586,20250325,139,1,2.79,False,80.85
1587,20240118,393,3,4.69,True,41.17
1588,20240312,179,1,3.14,False,72.33
1589,20240227,642,3,3.23,False,52.98
1590,20250426,2,4,3.44,False,64.8
1591,20250816,191,2,4.76,False,21.41
1592,20250523,445,1,3.56,False,75.09
1593,20241001,566,1,3.45,False,55.61
1594,20240412,517,5,2.87,False,75.22
1595,20250617,175,4,4.22,False,28.63
1596,20250401,699,2,3.77,False,43.94
1597,20250518,496,2,3.87,False,36.17
1598,20250423,634,4,3.18,False,62.3
1599,20250916,436,3,4.38,True,41.09
1600,20241119,571,3,4.08,False,38.91
1601,20240821,39,4,3.42,False,46.74
1602,20240207,114,2,4.28,False,24.41
1603,20250915,603,3,3.38,False,76.52
1604,20250405,748,3,4.32,False,45.52
1605,20240309,79,1,2.93,True,100.0
1606,20241128,155,5,3.19,False,80.1
1607,20240515,391,4,3.6,False,38.54
1608,20240729,485,2,4.62,False,39.76
1609,20251109,448,2,3.58,False,58.79
1610,20241217,118,2,3.57,False,57.49
1611,20240930,670,1,2.67,False,100.0
1612,20250604,498,4,3.44,False,52.8
1613,20250421,87,3,3.91,False,45.97
1614,20241214,36,2,3.63,False,90.36
1615,20250430,356,4,3.98,False,44.92
1616,20240324,300,2,4.02,False,41.16
1617,20241008,713,1,2.64,False,82.2
1618,20250724,495,1,3.11,False,71.73
1619,20240718,148,1,3.24,False,73.36
1620,20251209,411,4,4.13,False,46.75
1621,20240919,566,1,3.08,False,59.09
1622,20250415,598,4,3.53,False,63.31
1623,20250121,67,1,3.77,False,56.27
1624,20250820,570,2,4.61,False,25.96
1625,20250130,684,4,3.12,False,80.89
1626,20250109,659,1,4.21,False,48.94
1627,20250314,269,2,3.75,False,39.87
1628,20250104,82,1,3.42,False,61.52
1629,20250202,141,1,3.4,False,64.31
1630,20241018,388,3,5.0,False,37.26
1631,20240629,249,3,2.91,True,100.0
1632,20250407,594,1,2.78,False,75.74
1633,20250915,341,1,3.66,False,53.02
1634,20250115,612,1,2.94,False,62.68
1635,20250727,21,1,3.86,False,62.74
1636,20240822,143,1,2.37,False,100.0
1637,20241013,115,1,3.46,False,64.02
1638,20240521,678,5,2.35,True,100.0
1639,20250208,713,1,3.1,False,81.92
1640,20250920,116,3,4.89,False,31.28
1641,20250208,325,3,4.3,False,38.36
1642,20240909,388,3,4.23,False,32.75
1643,20240902,474,1,3.21,False,82.69
1644,20240626,629,1,2.56,False,79.21
1645,20240528,33,4,4.31,False,67.0
1646,20240614,290,1,3.89,False,43.16
1647,20251009,364,3,3.59,False,68.31
1648,20251102,56,4,4.01,False,51.32
1649,20250116,572,3,4.84,False,36.07
1650,20250123,369,4,3.86,False,55.43
1651,20250224,325,3,4.48,False,31.75
1652,20250903,14,3,3.78,False,52.02
1653,20251206,168,1,2.88,False,84.23
1654,20240808,724,4,3.45,False,50.12
1655,20250923,253,3,3.88,False,55.78
1656,20240118,635,2,3.39,False,79.44
1657,20250518,386,5,2.71,False,79.88
1658,20240807,241,2,4.5,False,27.98
1659,20241018,39,4,3.94,False,47.78
1660,20241027,90,3,2.88,False,100.0
1661,20240622,684,4,3.25,False,81.83
1662,20250511,472,1,3.84,False,65.68
1663,20240514,443,5,3.01,False,82.1
1664,20250115,338,5,3.81,False,40.63
1665,20250226,719,3,4.22,False,20.58
1666,20240808,578,3,4.65,False,43.3
1667,20240326,539,1,3.26,False,85.69
1668,20240618,204,2,4.88,False,24.25
1669,20240315,114,2,5.0,False,6.21
1670,20250109,426,3,4.66,False,32.34
1671,20250618,563,3,4.21,False,29.84
1672,20250906,521,3,3.79,False,37.58
1673,20250205,216,1,3.76,False,53.62
1674,20241129,665,3,3.27,False,60.32
1675,20240811,733,1,3.66,False,67.21
1676,20241215,109,1,2.99,False,70.97
1677,20240208,342,1,3.08,False,84.29
1678,20251128,259,5,3.01,False,100.0
1679,20240229,612,1,2.98,False,76.63
1680,20250408,89,5,2.76,True,58.19
1681,20250303,379,3,4.41,False,35.58
1682,20250305,511,2,4.89,False,33.42
1683,20241031,109,1,3.34,False,72.75
1684,20250823,595,1,2.61,False,84.9
1685,20240827,746,2,4.49,False,26.41
1686,20240901,449,5,3.65,False,58.27
1687,20251008,87,3,4.21,True,61.16
1688,20250306,484,3,3.88,False,57.17
1689,20250109,101,5,2.66,False,90.65
1690,20251007,431,3,3.51,False,50.83
1691,20251214,445,1,2.85,False,75.53
1692,20240429,366,2,4.22,False,41.71
1693,20250930,148,1,3.4,False,72.8
1694,20251211,31,5,3.33,True,68.17
1695,20250322,573,2,4.05,False,28.49
1696,20250704,72,3,3.13,False,46.42
1697,20250310,553,1,3.3,False,65.83
1698,20240521,157,1,3.62,False,61.49
1699,20241213,81,3,3.23,False,70.03
1700,20251210,534,2,3.85,False,50.31
1701,20240301,425,2,3.46,False,41.96
1702,20240411,250,4,4.29,False,44.83
1703,20240607,400,2,4.21,False,37.76
1704,20241105,39,4,3.65,False,54.36
1705,20240207,568,1,2.8,False,76.2
1706,20241108,719,3,4.64,False,35.25
1707,20240323,371,5,2.79,False,63.0
1708,20240404,164,1,3.41,True,100.0
1709,20240302,21,1,3.24,True,100.0
1710,20250130,139,1,3.98,True,56.16
1711,20250125,69,5,3.54,False,48.38
1712,20251015,698,5,3.24,False,81.26
1713,20240323,305,4,2.97,False,80.43
1714,20240813,278,1,3.46,False,65.25
1715,20240214,558,1,3.07,False,61.46
1716,20250607,35,3,3.97,False,62.98
1717,20241023,103,2,5.0,False,29.03
1718,20241107,437,1,4.25,False,41.64
1719,20250919,527,3,3.62,False,77.75
1720,20240917,656,2,4.19,False,42.13
1721,20241224,360,2,3.8,False,57.13
1722,20240620,455,1,3.25,False,71.33
1723,20250409,254,3,3.68,False,53.85
1724,20240120,162,2,3.17,False,74.39
1725,20241231,122,3,5.0,False,44.64
1726,20250415,185,1,3.75,False,58.68
1727,20240224,531,3,4.13,True,77.08
1728,20241208,19,1,4.01,False,42.23
1729,20250318,379,3,3.55,False,52.67
1730,20250721,639,4,3.8,False,58.5
1731,20240628,328,1,3.59,False,72.42
1732,20251117,619,2,4.17,False,30.02
1733,20240312,667,3,4.04,False,43.0
1734,20251120,590,1,3.29,False,64.35
1735,20250222,549,4,4.06,False,45.46
1736,20250409,672,3,4.19,False,49.19
1737,20240622,671,1,2.52,False,96.86
1738,20250521,728,2,4.21,False,43.17
1739,20241107,35,3,4.15,False,51.45
1740,20240504,594,1,3.93,False,72.22
1741,20250316,203,4,3.75,False,51.84
1742,20250510,299,4,2.31,False,80.1
1743,20250105,735,4,3.73,False,47.2
1744,20240229,308,5,3.08,False,68.63
1745,20251006,460,5,2.56,False,97.38
1746,20251124,592,2,4.8,True,28.36
1747,20250201,138,3,3.74,False,35.71
1748,20251117,517,5,3.27,False,80.44
1749,20250708,663,2,4.18,False,63.35
1750,20250707,136,2,4.52,False,39.69
1751,20250506,517,5,3.62,False,76.2
1752,20240729,661,1,3.48,False,71.33
1753,20241019,438,3,3.72,False,33.43
1754,20251222,684,4,3.31,False,76.19
1755,20240704,220,5,3.16,False,52.35
1756,20240429,452,2,4.36,False,39.95
1757,20250526,651,4,2.82,False,80.16
1758,20240807,587,3,3.93,False,57.03
1759,20240301,59,3,3.72,False,47.49
1760,20240929,659,1,3.28,False,70.97
1761,20240226,139,1,2.93,False,79.81
1762,20240418,8,1,3.8,False,56.22
1763,20250211,661,1,4.2,False,53.93
1764,20250704,724,4,4.0,False,44.75
1765,20240128,280,5,2.82,False,100.0
1766,20241126,703,5,3.75,False,51.41
1767,20240420,308,5,3.51,False,62.87
1768,20240108,484,3,3.92,True,75.54
1769,20240915,62,3,3.78,False,44.22
1770,20241202,3,2,4.47,False,38.09
1771,20251226,334,4,3.37,False,65.79
1772,20250911,623,1,3.05,True,99.89
1773,20241204,416,1,3.18,False,62.89
1774,20240523,338,5,3.71,False,58.66
1775,20250129,707,3,4.4,False,36.94
1776,20250907,511,2,4.2,False,27.42
1777,20240318,685,4,4.39,False,45.7
1778,20251115,59,3,4.31,False,40.61
1779,20240205,544,1,4.07,False,68.7
1780,20240106,406,1,4.31,False,53.94
1781,20240831,712,1,3.61,False,63.68
1782,20240830,690,2,4.78,False,30.17
1783,20251106,202,2,4.87,False,25.2
1784,20251106,472,1,2.87,False,68.28
1785,20241219,127,4,3.35,False,66.24
1786,20240302,254,3,4.02,False,58.46
1787,20240623,70,2,3.58,False,63.38
1788,20250719,450,4,4.0,False,30.57
1789,20240107,40,1,3.72,False,68.31
1790,20240217,285,2,3.23,True,84.37
1791,20251018,376,1,3.47,False,61.93
1792,20250511,639,4,4.38,False,42.27
1793,20240701,476,5,3.35,True,73.72
1794,20241026,629,1,4.49,False,59.63
1795,20240514,316,3,3.86,False,49.4
1796,20250426,343,2,4.3,False,29.61
1797,20240421,245,2,4.03,False,48.25
1798,20241118,48,2,4.63,False,45.85
1799,20240616,710,5,2.68,False,62.05
1800,20250822,468,3,4.16,False,44.71
1801,20240324,481,4,4.47,False,35.63
1802,20240501,46,3,4.58,False,30.81
1803,20250919,141,1,4.13,False,54.42
1804,20250627,72,3,3.49,False,38.51
1805,20251112,200,4,3.43,False,74.98
1806,20240428,22,5,3.59,False,54.34
1807,20240429,97,1,4.12,False,53.65
1808,20240910,90,3,3.9,False,76.32
1809,20240505,546,1,2.7,False,83.21
1810,20240509,565,5,3.16,False,89.49
1811,20250227,41,1,4.01,False,66.7
1812,20250205,335,2,4.0,False,41.25
1813,20251110,194,2,4.94,False,30.92
1814,20240324,126,3,3.86,False,54.81
1815,20240512,352,3,3.41,False,51.84
1816,20250804,345,2,4.17,False,39.99
1817,20251025,259,5,2.52,False,100.0
1818,20241026,229,1,2.99,False,78.93
1819,20250519,724,4,4.35,False,56.96
1820,20240112,629,1,2.91,False,81.92
1821,20250418,338,5,3.82,False,45.81
1822,20240614,711,1,3.65,False,54.1
1823,20241110,682,2,3.31,False,96.93
1824,20241002,497,1,3.18,False,79.46
1825,20250416,517,5,3.02,True,94.16
1826,20251115,280,5,3.31,False,75.35
1827,20250707,379,3,4.39,False,39.09
1828,20251129,650,1,3.67,False,62.52
1829,20250302,79,1,2.3,True,99.69
1830,20250923,24,3,4.75,False,32.01
1831,20250925,202,2,4.23,False,31.52
1832,20250619,35,3,3.92,False,58.25
1833,20251226,144,3,3.13,False,72.36
1834,20250909,546,1,3.49,False,60.35
1835,20250528,135,3,4.09,False,41.55
1836,20240115,203,4,3.9,False,47.04
1837,20250222,652,3,3.52,False,50.42
1838,20240903,386,5,3.32,False,61.98
1839,20241101,570,2,3.96,False,34.64
1840,20250921,224,4,3.65,True,58.36
1841,20240805,176,4,3.77,False,49.53
1842,20240214,698,5,2.98,True,96.4
1843,20240218,698,5,2.81,True,96.82
1844,20240110,725,1,3.95,True,70.5
1845,20240504,325,3,4.56,False,39.55
1846,20240624,317,1,3.18,True,77.1
1847,20240317,55,1,2.9,False,77.37
1848,20241120,284,1,3.32,False,69.76
1849,20240918,453,2,4.42,False,24.71
1850,20240803,688,2,3.54,False,59.0
1851,20250223,175,4,3.2,False,62.11
1852,20241014,232,2,4.66,False,33.32
1853,20250217,197,3,3.99,False,24.58
1854,20251128,188,4,2.66,True,100.0
1855,20241127,747,1,3.32,False,75.49
1856,20240205,56,4,3.63,False,61.55
1857,20240511,719,3,4.19,False,35.69
1858,20250215,553,1,3.43,False,70.54
1859,20240130,331,2,4.13,False,65.68
1860,20251004,258,3,3.68,False,75.83
1861,20240518,638,2,5.0,False,38.28
1862,20250609,205,1,2.29,False,86.34
1863,20241016,620,3,4.28,False,42.88
1864,20240428,465,2,4.49,False,22.19
1865,20250209,590,1,4.04,False,50.82
1866,20240722,628,4,4.6,False,34.99
1867,20240801,701,5,3.44,False,61.85
1868,20240928,191,2,4.56,False,27.84
1869,20240829,595,1,3.09,False,68.87
1870,20240929,505,1,3.21,True,100.0
1871,20250611,146,2,4.76,False,34.61
1872,20240309,438,3,4.28,False,19.61
1873,20241230,728,2,4.66,True,39.98
1874,20250518,379,3,3.56,False,44.17
1875,20240406,527,3,3.34,True,100.0
1876,20250701,610,2,3.57,False,37.86
1877,20250513,660,2,3.47,False,52.93
1878,20240825,160,2,4.35,False,37.53
1879,20240831,114,2,4.12,False,31.19
1880,20241122,19,1,3.45,False,76.81
1881,20240913,579,5,3.32,False,68.8
1882,20240222,20,3,4.03,False,49.24
1883,20250123,671,1,2.78,False,100.0
1884,20250928,425,2,4.98,False,12.92
1885,20250526,184,1,2.95,False,67.03
1886,20240220,122,3,3.65,False,49.78
1887,20240518,509,1,2.15,False,100.0
1888,20240128,339,3,2.88,True,60.07
1889,20240103,506,4,2.67,False,94.24
1890,20240419,127,4,3.7,False,71.1
1891,20240503,248,2,4.25,False,37.42
1892,20241101,747,1,3.18,False,71.44
1893,20241102,452,2,4.57,False,31.57
1894,20241117,342,1,2.92,False,75.67
1895,20240419,726,1,3.34,False,62.95
1896,20240901,303,2,3.64,False,52.71
1897,20250404,585,2,4.41,False,37.12
1898,20240705,440,1,2.26,False,100.0
1899,20240603,626,1,3.9,True,70.59
1900,20240821,627,1,4.19,False,67.02
1901,20250605,12,2,4.77,False,7.7
1902,20240911,384,2,3.76,False,56.23
1903,20251112,358,1,2.98,False,67.39
1904,20240603,21,1,2.83,False,84.01
1905,20250915,530,2,3.35,False,90.86
1906,20250925,87,3,3.94,False,46.87
1907,20250709,741,1,3.26,False,75.41
1908,20250826,121,1,3.46,False,64.4
1909,20241212,537,5,4.15,False,55.43
1910,20250829,439,1,3.2,False,69.29
1911,20251211,607,5,3.5,False,70.43
1912,20240802,450,4,3.56,False,43.94
1913,20251106,613,5,3.34,False,66.19
1914,20250115,454,1,3.09,False,52.72
1915,20240703,642,3,3.53,False,48.08
1916,20240330,709,2,3.91,False,48.89
1917,20240313,724,4,2.96,True,78.01
1918,20240610,546,1,3.5,False,74.61
1919,20250312,500,4,4.47,False,40.33
1920,20240127,539,1,2.93,False,70.72
1921,20251103,112,2,4.95,False,28.95
1922,20240607,748,3,3.63,False,56.44
1923,20250128,256,2,3.09,False,89.73
1924,20251013,713,1,3.18,False,87.65
1925,20241208,566,1,3.8,False,56.89
1926,20241120,281,3,4.22,False,49.05
1927,20250923,277,5,2.88,True,80.1
1928,20250515,464,1,2.87,False,100.0
1929,20250703,104,2,4.13,False,30.78
1930,20250415,466,3,4.11,False,46.12
1931,20250605,462,2,4.08,False,71.59
1932,20250916,199,1,3.28,False,67.69
