esg_id,date_id,region_id,asset_id,energy_consumption_kwh,co2_emissions_kg,water_consumption_m3,waste_kg,renewable_energy_share
1069,20240209,2,92,464.57,141.43,1.46,2.73,33.89
1070,20241012,4,136,1357.96,441.55,5.43,6.31,28.71
1071,20250424,4,178,308.53,93.03,1.21,3.39,34.62
1072,20251203,4,30,1558.05,494.77,8.92,10.65,30.61
1073,20250314,1,154,1931.48,625.18,5.6,14.55,29.08
1074,20250604,4,203,872.51,266.74,5.44,8.15,33.57
1075,20240211,2,217,96.46,29.81,0.6,0.66,32.74
1076,20240215,2,228,1281.47,396.28,6.15,17.09,32.69
1077,20250508,1,37,1812.97,581.46,8.95,9.94,29.82
1078,20250901,3,236,338.54,97.03,1.08,4.2,38.35
1079,20251006,2,35,1237.75,340.53,6.77,9.64,41.22
1080,20240210,3,127,839.63,273.95,2.67,4.24,28.43
1081,20241008,4,45,691.2,216.79,4.02,6.19,31.59
1082,20240722,5,155,103.69,33.57,0.56,0.8,29.07
1083,20240901,1,237,1343.19,425.25,4.09,11.42,30.85
1084,20250301,4,205,138.54,43.4,0.77,1.01,31.69
1085,20250806,1,220,1822.05,569.65,7.85,10.83,31.84
1086,20240315,4,232,1180.15,384.02,5.51,13.03,28.65
1087,20240513,4,11,686.89,221.67,2.96,2.75,29.32
1088,20240816,5,188,110.46,36.31,0.35,0.73,27.82
1089,20250110,4,161,331.91,102.64,1.89,3.29,32.69
1090,20240818,1,147,796.17,266.53,5.02,3.46,26.31
1091,20240217,1,118,192.13,66.39,0.58,1.48,23.61
1092,20250930,2,35,1130.4,320.72,4.84,8.12,39.07
1093,20240122,3,23,1616.27,529.36,7.01,9.39,28.12
1094,20240723,2,35,1197.68,363.76,5.38,13.14,34.07
1095,20250525,5,249,1456.89,449.3,8.46,7.19,32.9
1096,20250122,2,3,795.41,237.67,4.83,7.7,35.3
1097,20241011,4,150,120.94,39.19,0.47,1.03,28.99
1098,20240909,5,189,1531.19,501.43,5.78,6.2,28.13
1099,20251006,3,98,1781.51,529.18,7.61,12.68,35.74
1100,20250702,5,159,428.5,133.38,2.0,2.89,32.18
1101,20241009,1,201,1163.2,379.2,6.3,5.1,28.5
1102,20250118,4,141,484.39,152.25,2.22,6.03,31.42
1103,20240424,1,5,1351.27,454.46,5.2,15.86,25.92
1104,20240612,4,1,1112.14,372.39,5.62,15.42,26.29
1105,20240303,2,31,869.03,265.12,4.44,7.62,33.73
1106,20250626,2,115,1132.56,329.03,5.95,15.34,37.37
1107,20240308,3,13,1504.92,483.32,9.61,12.85,29.71
1108,20240426,2,57,648.07,193.64,2.24,8.49,35.3
1109,20241207,3,103,131.4,42.67,0.54,0.56,28.82
1110,20250118,5,149,1814.89,604.94,10.5,11.72,26.67
1111,20251123,1,227,1482.99,471.35,7.54,8.98,30.54
1112,20251211,4,203,1045.89,303.64,5.49,5.66,37.42
1113,20250512,2,217,63.89,18.68,0.36,0.51,36.91
1114,20240308,3,23,1620.31,508.19,4.18,15.02,31.59
1115,20250609,3,94,520.24,153.74,2.3,2.87,36.12
1116,20250613,1,5,1381.43,449.79,5.85,18.12,28.6
1117,20250617,4,45,611.21,186.35,2.06,6.44,33.78
1118,20250416,1,179,2319.94,745.44,7.55,23.15,29.67
1119,20240520,2,115,1283.35,406.57,4.39,12.86,30.8
1120,20240522,5,149,1216.49,408.69,3.51,10.73,26.01
1121,20250902,3,94,730.52,224.91,3.72,9.64,33.03
1122,20250603,2,107,313.39,88.86,1.01,4.19,39.11
1123,20240702,3,40,1259.26,407.4,5.19,7.78,29.12
1124,20240218,1,185,165.4,57.1,0.63,1.42,23.7
1125,20250824,1,145,156.71,50.22,0.67,1.63,29.88
1126,20240402,1,227,1907.61,651.26,5.42,21.52,24.65
1127,20240119,3,127,1021.08,319.84,6.3,11.22,31.69
1128,20250810,4,121,368.32,110.38,2.14,4.46,35.08
1129,20241014,1,93,2012.28,682.08,6.44,11.34,25.26
1130,20241125,2,212,1375.18,408.92,8.6,14.16,35.66
1131,20250516,3,15,1137.7,352.0,3.85,12.29,32.65
1132,20240417,5,184,104.39,33.95,0.3,1.08,28.69
1133,20240304,1,77,145.58,48.55,0.86,1.16,26.63
1134,20250325,2,87,1614.52,468.6,6.47,20.94,37.44
1135,20241119,4,101,388.95,120.5,1.74,3.96,32.55
1136,20240601,2,204,1161.32,349.6,7.45,10.14,34.74
1137,20240119,5,76,870.91,299.42,3.66,7.87,24.05
1138,20240817,3,99,962.22,303.91,3.48,11.11,31.04
1139,20250223,4,141,419.27,135.73,2.57,3.33,29.07
1140,20241212,3,236,561.59,175.76,1.64,7.75,31.76
1141,20240108,4,124,120.72,40.46,0.34,1.57,26.22
1142,20251218,2,19,1250.22,345.61,3.95,6.33,40.89
1143,20250304,3,100,1633.55,495.1,5.89,12.49,34.23
1144,20251102,1,20,1998.85,638.67,9.16,11.09,30.12
1145,20240712,1,147,1031.09,354.04,6.48,13.71,24.16
1146,20240310,5,230,1614.6,536.37,9.18,7.52,26.95
1147,20240131,1,245,2245.65,774.84,11.08,9.68,23.74
1148,20250718,4,162,487.36,148.49,2.1,5.34,33.83
1149,20240711,4,209,290.89,92.54,1.25,1.95,30.47
1150,20240422,1,177,167.56,56.41,1.06,2.25,25.83
1151,20240227,3,99,1472.87,478.39,7.69,7.78,28.8
1152,20240717,4,109,1401.5,443.66,8.33,16.82,30.86
1153,20250819,1,47,1458.73,485.0,6.38,12.11,26.88
1154,20250820,4,208,539.83,171.39,3.07,4.66,30.63
1155,20240703,4,45,654.95,208.64,2.95,7.43,30.36
1156,20240306,1,224,1625.48,549.48,6.52,14.3,25.49
1157,20251220,4,141,357.54,108.28,2.25,4.58,34.29
1158,20240604,1,39,1936.54,643.71,8.44,22.88,26.9
1159,20250524,1,5,1555.91,485.13,8.53,19.72,32.05
1160,20250528,1,43,1491.81,472.96,6.08,11.1,30.74
1161,20240512,2,250,990.63,294.42,6.34,12.73,35.7
1162,20241222,1,37,1932.95,649.08,7.96,10.85,26.05
1163,20250514,3,38,1397.93,422.68,6.12,10.63,34.41
1164,20240811,5,189,1364.05,437.15,6.13,17.06,29.88
1165,20251215,2,114,853.9,241.35,4.01,11.91,39.34
1166,20250914,1,119,508.24,158.96,2.98,5.47,31.81
1167,20241127,3,236,527.35,160.76,1.99,5.27,33.79
1168,20250907,3,22,1071.82,326.09,4.92,6.84,33.94
1169,20241013,1,231,2144.38,732.69,8.9,18.45,24.58
1170,20240319,4,209,444.71,146.99,1.43,5.88,27.37
1171,20250118,4,173,1075.42,335.88,5.15,11.35,31.92
1172,20251214,3,167,957.62,284.18,5.73,8.56,35.81
1173,20251231,2,84,423.69,121.07,1.12,4.29,38.56
1174,20241227,5,187,413.65,136.34,2.21,2.14,27.6
1175,20240310,3,103,123.55,40.21,0.52,1.29,28.64
1176,20250809,3,23,1544.66,457.47,5.41,10.83,35.96
1177,20240719,2,212,887.16,266.57,3.31,9.17,34.88
1178,20250703,1,227,1628.28,495.52,7.42,12.72,33.92
1179,20250911,4,221,633.28,189.38,2.7,2.58,35.24
1180,20250217,2,242,818.57,235.29,4.28,5.92,38.14
1181,20250403,1,122,1293.56,425.79,7.47,10.88,27.71
1182,20240812,1,229,1116.95,366.36,5.97,10.54,28.0
1183,20250617,4,69,676.35,208.05,1.69,2.92,33.1
1184,20251008,1,133,1323.49,411.45,8.04,7.33,32.28
1185,20251201,1,218,1070.4,327.46,3.13,14.88,33.52
1186,20240502,2,212,1080.55,324.51,6.05,5.28,34.92
1187,20241004,2,84,333.19,97.06,2.11,4.34,37.17
1188,20240215,1,4,2311.9,784.75,12.22,14.73,25.14
1189,20251009,3,23,1630.76,477.55,8.5,19.7,36.79
1190,20250518,2,57,651.96,190.03,3.6,4.89,37.13
1191,20251206,3,123,914.16,271.65,2.33,11.9,35.71
1192,20241003,1,41,2384.76,790.79,11.38,17.78,27.1
1193,20240923,4,205,124.75,39.26,0.44,1.68,31.32
1194,20250101,3,17,127.92,40.49,0.65,0.84,30.87
1195,20240305,1,220,2136.39,712.19,8.41,14.73,26.66
1196,20250205,1,125,1771.43,570.97,5.7,8.03,29.42
1197,20250604,5,234,1260.35,383.3,7.47,13.46,33.97
1198,20241031,1,88,169.08,56.39,0.44,1.38,26.62
1199,20250303,1,160,162.25,51.58,1.04,1.24,30.53
1200,20241016,3,28,752.95,237.81,4.02,6.84,31.04
1201,20250607,1,20,1952.66,635.94,5.92,10.55,28.58
1202,20240304,2,48,122.83,37.0,0.42,0.78,34.7
1203,20240302,1,153,1821.38,616.35,11.81,22.07,25.4
1204,20250825,3,15,1129.44,333.18,4.95,15.56,36.25
1205,20251102,3,202,127.98,36.94,0.71,1.77,37.84
1206,20240124,1,185,167.83,57.14,0.47,1.99,24.89
1207,20241220,3,148,1470.87,463.27,9.43,19.59,31.26
1208,20240805,5,59,1336.73,424.76,3.68,11.21,30.56
1209,20240805,3,138,975.34,312.5,4.18,8.54,29.9
1210,20240122,4,128,1425.3,481.52,7.56,13.75,25.54
1211,20250909,2,3,551.6,157.03,3.53,2.22,38.83
1212,20251205,2,55,619.68,168.55,2.72,6.46,42.0
1213,20250125,1,186,2884.1,921.07,13.2,13.15,30.16
1214,20250524,1,41,1660.88,522.38,9.15,6.78,31.37
1215,20240313,5,230,1699.21,553.94,7.44,21.5,28.5
1216,20240530,5,187,406.82,133.44,1.03,2.65,28.0
1217,20251013,2,112,75.38,22.25,0.33,0.4,36.22
1218,20241125,3,219,116.12,37.48,0.63,0.78,29.3
1219,20240501,1,245,1360.0,449.24,5.87,14.94,27.42
1220,20240325,3,99,1157.07,373.36,3.43,9.19,29.33
1221,20251212,3,105,1757.52,532.25,7.72,12.45,34.29
1222,20250820,2,114,714.88,205.34,4.3,5.44,38.19
1223,20240702,2,197,978.31,277.88,4.33,10.97,38.99
1224,20240826,4,173,774.25,250.86,3.92,3.92,29.0
1225,20240407,3,211,1359.65,459.45,7.65,15.98,25.52
1226,20250119,1,185,168.34,55.77,0.84,1.33,27.18
1227,20250724,1,4,1333.26,409.95,3.94,18.62,33.13
1228,20240215,1,18,1181.74,409.78,7.23,12.91,23.31
1229,20250730,4,30,996.58,295.07,4.64,7.66,35.98
1230,20250926,5,81,1448.55,476.11,6.45,17.59,27.83
1231,20251002,4,139,114.46,34.26,0.59,1.57,35.17
1232,20250805,1,248,2261.89,718.74,9.13,13.42,30.56
1233,20250930,2,74,249.37,70.79,1.26,1.49,39.03
1234,20240301,1,248,2297.08,806.18,12.76,18.81,22.26
1235,20250214,1,43,1797.25,587.2,10.98,13.54,28.32
1236,20240504,4,203,1039.41,326.25,4.23,7.37,31.53
1237,20250216,1,132,609.75,205.95,3.46,7.2,25.56
1238,20250726,5,149,1018.77,318.06,4.71,5.02,31.95
1239,20250916,3,226,340.98,101.22,1.84,2.88,35.79
1240,20241002,2,207,604.54,181.82,2.19,7.89,34.81
1241,20250623,3,17,106.77,33.72,0.62,1.13,31.05
1242,20251202,2,26,415.05,114.27,1.36,5.48,41.17
1243,20250121,1,191,181.32,61.71,0.59,1.72,24.91
1244,20250516,1,65,1615.74,525.05,10.26,15.06,28.76
1245,20250416,1,196,1311.45,430.42,5.79,10.72,27.95
1246,20250803,5,222,456.45,142.87,2.02,3.55,31.75
1247,20251130,1,37,2082.15,652.38,7.95,10.63,31.67
1248,20251211,2,12,638.11,176.94,3.23,7.56,40.68
1249,20251109,1,16,1587.08,467.17,7.9,18.98,36.41
1250,20241025,2,31,572.66,170.42,2.11,7.25,35.6
1251,20250907,3,105,1152.48,342.93,4.04,4.67,35.61
1252,20250716,4,232,843.33,252.09,5.37,11.48,35.27
1253,20250412,1,106,1682.98,550.13,5.21,21.6,28.28
1254,20240509,4,120,981.36,332.41,3.63,6.55,25.32
1255,20250901,4,101,317.39,96.02,0.8,1.61,34.37
1256,20251221,2,3,779.16,217.57,2.96,4.95,40.19
1257,20241203,1,113,2138.04,695.38,6.89,13.87,28.69
1258,20240707,3,103,96.92,30.97,0.26,0.4,30.11
1259,20250702,2,112,77.04,21.8,0.46,0.5,39.26
1260,20251229,2,3,600.99,174.46,2.19,4.46,37.43
1261,20250302,1,16,1846.58,585.51,6.36,8.21,30.73
1262,20240811,3,100,998.03,320.49,3.64,10.23,29.72
1263,20240511,4,101,299.09,97.13,1.43,4.14,28.81
1264,20250315,1,166,2191.36,714.47,13.78,22.57,28.49
1265,20250902,2,250,1187.24,314.81,3.61,15.71,43.71
1266,20240105,2,42,114.88,34.65,0.56,0.88,34.59
1267,20250923,3,236,343.39,106.46,1.5,3.73,32.49
1268,20250311,1,65,1942.79,608.25,4.87,7.82,31.73
1269,20240526,3,167,750.32,241.48,3.62,5.26,29.54
1270,20250428,3,168,97.67,28.46,0.45,1.19,37.16
1271,20240218,1,196,1291.35,451.66,4.83,14.16,22.56
1272,20240316,4,176,112.67,37.62,0.65,1.08,26.53
1273,20250317,3,49,1371.75,413.88,5.01,8.21,34.57
1274,20240507,3,103,101.34,32.91,0.36,1.37,28.82
1275,20251107,4,120,1162.61,344.5,5.63,11.68,35.92
1276,20241030,1,147,1062.91,356.67,3.12,13.54,26.11
1277,20240108,5,130,507.99,175.72,2.19,3.27,23.52
1278,20251128,5,33,1669.08,519.55,7.98,23.24,32.18
1279,20240927,3,168,107.86,34.67,0.5,0.49,29.65
1280,20250617,3,10,658.51,207.98,2.73,8.99,31.04
1281,20250623,3,99,1069.19,330.34,5.63,9.98,32.76
1282,20240915,4,152,319.7,107.47,1.15,3.52,25.96
1283,20241008,2,25,72.63,21.73,0.43,0.41,35.19
1284,20240419,5,29,1851.39,649.91,10.1,12.56,22.24
1285,20240122,1,20,2124.5,712.05,6.88,10.79,26.21
1286,20251219,5,188,152.17,47.23,0.6,1.37,32.4
1287,20240429,1,89,2682.01,926.58,9.11,14.05,23.63
1288,20251019,4,11,770.6,230.78,4.42,9.55,35.13
1289,20250626,1,154,1734.23,549.54,10.75,17.04,30.78
1290,20240201,4,209,373.09,125.01,1.08,4.62,26.23
1291,20240905,5,7,115.54,37.19,0.59,1.27,29.53
1292,20240630,1,89,2148.0,698.1,9.08,16.84,28.75
1293,20240630,3,50,323.31,105.84,1.73,3.28,28.16
1294,20240901,2,25,82.33,24.6,0.28,1.15,35.29
1295,20240916,5,117,760.22,248.38,2.3,8.48,28.32
1296,20251219,2,183,822.26,225.89,2.61,4.89,41.32
1297,20250512,1,169,1809.32,591.79,5.97,7.65,28.23
1298,20251014,1,185,133.51,43.94,0.42,0.76,27.72
1299,20240908,4,141,300.39,100.25,1.26,3.94,26.57
1300,20251226,1,194,175.61,53.97,0.85,1.79,33.17
1301,20240517,2,90,101.07,31.36,0.41,0.45,32.42
1302,20250802,1,27,1952.63,593.21,11.58,27.02,34.05
1303,20250831,3,14,1305.21,396.73,5.29,16.87,34.01
1304,20250213,2,242,831.63,240.74,3.32,6.03,37.63
1305,20240712,1,16,1208.68,409.79,6.9,12.59,25.24
1306,20240606,2,140,84.61,24.66,0.36,0.67,37.13
1307,20240916,4,128,1268.64,390.59,3.9,16.16,33.03
1308,20250501,3,127,707.33,209.48,3.1,3.72,35.96
1309,20240103,1,194,168.89,56.06,0.65,2.3,27.02
1310,20240611,1,246,431.81,145.66,1.6,4.57,25.67
1311,20250716,4,80,895.07,272.71,2.79,8.18,33.83
1312,20250401,4,109,1360.42,425.81,8.12,13.97,31.75
1313,20240224,3,36,152.57,48.88,0.77,1.03,29.91
1314,20250911,1,71,1591.6,496.13,4.11,12.28,32.07
1315,20250427,4,162,787.91,243.18,4.7,6.71,32.84
1316,20251022,1,191,114.87,35.1,0.35,1.53,33.61
1317,20240726,1,142,440.14,143.63,2.78,5.52,28.42
1318,20250510,5,189,1616.15,503.98,10.03,7.04,32.04
1319,20240101,4,30,1696.31,557.81,5.4,10.95,27.79
1320,20250603,3,38,1391.14,425.35,3.95,7.59,33.56
1321,20240705,1,135,123.15,40.81,0.77,1.19,27.15
1322,20240731,2,31,551.59,161.02,1.54,6.63,37.02
1323,20250311,5,66,126.75,42.49,0.7,1.51,26.19
1324,20250922,1,194,104.27,32.59,0.46,0.77,31.86
1325,20250531,3,104,107.05,32.69,0.29,0.83,33.66
1326,20240420,1,79,1835.47,611.14,10.08,13.05,26.76
1327,20250726,2,84,294.62,84.3,0.88,2.35,38.47
1328,20240203,2,172,1705.57,541.08,8.14,7.41,30.69
1329,20240525,1,132,426.52,143.96,2.71,2.86,25.62
1330,20241022,2,195,1103.39,319.94,6.77,11.83,37.51
1331,20250105,1,93,1987.24,667.87,8.68,9.1,25.98
1332,20241122,1,224,1761.03,580.72,8.17,8.33,27.56
1333,20240503,2,74,290.69,87.73,1.11,2.3,34.55
1334,20241227,1,196,1169.8,397.64,7.22,10.89,25.02
1335,20250702,1,231,1420.69,457.41,8.82,10.38,29.51
1336,20250629,4,215,572.16,172.4,2.25,4.39,34.67
1337,20240715,2,52,75.73,22.22,0.38,0.33,36.64
1338,20241114,1,86,2409.93,773.88,15.37,15.37,29.72
1339,20241210,1,199,193.56,63.89,0.62,1.25,27.48
1340,20240908,4,173,785.84,251.91,3.37,3.18,29.86
1341,20241209,1,5,1489.94,486.67,7.61,19.6,28.34
1342,20251114,4,156,1523.64,456.73,7.29,10.14,35.06
1343,20250105,4,221,1027.41,329.76,5.39,4.23,29.76
1344,20250209,1,199,192.97,62.45,1.06,2.65,29.1
1345,20251214,1,164,1999.39,623.89,9.43,11.38,31.99
1346,20251010,4,124,111.84,33.88,0.59,0.49,34.27
1347,20250114,1,106,1663.2,537.01,7.87,20.06,29.28
1348,20251122,2,84,423.35,111.34,1.74,4.53,44.25
1349,20241210,3,226,514.87,162.47,2.15,5.54,31.11
1350,20250216,5,66,126.94,40.28,0.69,1.38,30.67
1351,20250430,4,101,302.99,98.14,1.18,3.11,29.02
1352,20240401,3,15,1145.87,366.95,4.47,14.27,29.94
1353,20240305,5,59,1488.93,502.31,9.3,15.3,25.66
1354,20251216,1,142,629.03,196.84,3.04,4.36,31.77
1355,20241026,3,14,1484.09,464.52,8.47,9.99,31.75
1356,20251008,3,23,1798.1,547.27,6.55,22.65,33.91
1357,20251024,1,145,160.59,48.88,0.48,1.62,33.9
1358,20240928,4,232,1072.97,347.64,4.28,9.9,29.0
1359,20250916,2,114,565.34,151.56,1.5,7.82,42.98
1360,20240809,1,231,1528.49,513.45,6.11,20.27,26.02
1361,20240301,3,99,1431.69,459.86,7.41,10.54,29.7
1362,20250611,3,10,557.01,171.49,2.08,4.74,33.03
1363,20250427,1,154,1920.79,640.01,7.44,26.37,26.7
1364,20240103,1,154,1840.29,636.23,8.65,13.6,23.57
1365,20251011,1,218,965.68,306.0,5.32,3.89,30.78
1366,20241020,2,250,902.88,278.16,2.91,8.39,32.98
1367,20240429,1,237,1645.28,541.23,5.49,8.91,27.76
1368,20241202,4,152,509.61,166.09,2.74,2.17,28.52
1369,20240606,4,120,1079.2,363.52,5.13,12.82,25.79
1370,20250918,4,109,1131.42,356.62,4.61,6.49,31.2
1371,20240616,1,32,149.55,49.79,0.44,1.91,26.76
1372,20250412,3,103,100.91,32.07,0.31,1.15,30.55
1373,20250402,5,96,782.03,248.5,2.32,9.43,30.56
1374,20240304,2,213,733.97,235.11,2.39,7.42,29.92
1375,20240804,3,202,114.26,34.68,0.55,0.76,34.11
1376,20250820,5,7,138.41,42.3,0.38,1.36,33.6
1377,20241215,3,103,129.6,40.6,0.59,0.96,31.69
1378,20241227,1,125,1674.24,563.35,8.55,12.31,25.88
1379,20251214,3,193,131.47,37.05,0.49,0.59,39.54
1380,20240711,1,27,1506.24,502.3,8.81,17.28,26.63
1381,20240218,3,36,128.22,42.78,0.5,1.74,26.58
1382,20241221,2,108,118.84,35.02,0.31,1.19,36.32
1383,20250329,4,214,935.26,294.46,5.43,9.02,31.29
1384,20241230,1,111,169.54,55.93,1.04,2.08,27.53
1385,20240918,2,19,975.34,284.21,5.14,5.78,37.15
1386,20250512,1,86,1652.29,522.45,6.06,8.96,30.95
1387,20241126,4,141,425.7,134.5,1.53,5.69,31.01
1388,20250814,1,192,938.06,290.57,5.86,12.45,32.56
1389,20241231,1,133,1422.16,469.43,7.02,14.18,27.48
1390,20250222,2,82,114.33,33.65,0.46,1.14,36.41
1391,20240605,1,89,2189.23,720.61,8.2,9.11,27.71
1392,20250928,3,127,687.73,204.04,1.82,6.26,35.83
1393,20240707,4,144,1268.02,409.32,6.07,13.55,29.3
1394,20240313,2,31,768.32,230.74,2.56,5.57,34.92
1395,20251217,4,1,1567.39,475.11,4.99,17.74,34.22
1396,20250829,1,6,1528.67,477.68,5.61,18.1,31.88
1397,20251121,4,162,616.47,186.99,3.54,3.21,34.17
1398,20240811,3,10,631.63,199.62,1.6,7.91,30.99
1399,20250323,4,200,718.76,222.79,3.94,8.48,32.51
1400,20250619,3,105,1437.8,433.53,6.91,7.43,34.62
1401,20240827,3,225,1267.87,388.63,4.35,12.99,33.37
1402,20240331,3,127,842.97,279.19,4.52,7.76,27.2
1403,20240716,5,184,97.36,32.6,0.54,1.32,26.28
1404,20240920,3,233,326.48,101.64,1.26,2.88,32.17
1405,20241013,5,222,530.6,174.16,1.38,2.17,27.94
1406,20240514,2,56,301.39,93.43,1.42,2.52,32.5
1407,20250104,3,105,1663.38,516.65,9.11,18.31,32.35
1408,20240722,1,16,1306.81,434.02,7.14,12.0,26.97
1409,20241203,1,4,2180.51,677.79,13.7,24.61,32.29
1410,20251117,1,133,1650.28,514.62,6.16,10.27,32.04
1411,20241024,5,137,907.74,309.21,3.88,10.73,24.84
1412,20240614,4,162,549.18,176.09,3.24,3.29,29.84
1413,20240524,1,2,1772.01,610.56,5.7,24.33,23.86
1414,20240404,4,141,358.86,118.12,1.85,4.99,27.71
1415,20251214,3,211,1889.98,585.67,5.29,24.83,32.53
1416,20240121,1,227,1905.71,667.91,6.74,10.83,22.38
1417,20241109,5,44,139.82,44.74,0.38,1.08,30.0
1418,20251214,4,152,476.8,142.41,2.2,2.98,35.33
1419,20251203,3,22,1663.4,466.08,4.52,22.7,39.95
1420,20241216,2,48,114.59,34.93,0.72,1.29,33.8
1421,20240812,4,101,248.71,81.71,0.66,1.94,27.87
1422,20251225,1,223,2429.62,723.25,10.84,25.7,35.58
1423,20250820,4,214,669.1,213.39,3.2,6.13,30.27
1424,20250503,4,205,97.77,28.48,0.62,0.84,37.18
1425,20240229,1,164,2393.93,809.05,13.17,31.51,25.51
1426,20240507,1,229,1283.52,425.97,4.67,15.17,27.03
1427,20250814,2,24,561.49,161.91,2.78,3.13,37.91
1428,20240408,1,171,185.42,63.58,0.69,1.06,24.27
1429,20240628,5,91,1438.3,472.57,5.28,13.07,27.86
1430,20250620,4,69,525.08,160.67,3.27,7.18,33.5
1431,20240315,5,149,1399.59,447.64,8.56,7.87,30.04
1432,20240502,3,105,1519.77,502.07,9.24,9.33,27.41
1433,20240411,1,39,2111.52,690.21,7.93,25.93,28.28
1434,20240423,3,127,670.99,216.65,2.65,7.81,29.28
1435,20250108,5,85,1104.2,347.47,5.06,4.88,31.33
1436,20240109,1,194,127.08,44.74,0.76,1.7,21.99
1437,20250629,1,231,1419.42,471.93,3.85,18.66,26.88
1438,20240516,4,173,795.12,258.76,4.37,10.02,28.64
1439,20240907,2,112,71.42,20.55,0.45,0.51,38.07
1440,20250726,3,165,1138.11,354.23,7.18,7.13,32.19
1441,20251021,3,146,101.52,30.22,0.55,1.11,35.57
1442,20250925,1,147,1054.3,329.91,6.05,11.16,31.77
1443,20240312,4,178,333.06,110.64,1.02,3.14,26.95
1444,20250824,1,194,114.07,36.74,0.32,0.85,29.48
1445,20240902,4,72,1164.71,377.09,7.29,11.11,29.06
1446,20250823,4,156,1098.93,333.85,4.6,6.32,34.05
1447,20250712,1,169,1849.71,564.24,9.45,12.89,33.74
1448,20241027,2,213,634.74,187.4,1.85,4.05,36.19
1449,20240208,5,187,412.51,138.47,2.29,3.51,26.08
1450,20250120,3,236,447.64,139.04,1.86,5.25,32.35
1451,20240324,1,63,609.8,214.21,3.93,3.54,22.18
1452,20241120,1,77,135.94,44.82,0.58,0.7,27.57
1453,20240605,1,185,131.91,46.39,0.63,1.24,22.08
1454,20241022,3,78,1780.72,554.59,5.06,12.47,32.14
1455,20251107,2,26,427.2,115.34,2.47,2.77,42.5
1456,20241216,5,234,1731.82,545.87,7.15,21.17,31.2
1457,20241218,5,91,1946.85,650.4,6.34,23.84,26.48
1458,20240907,1,201,872.74,287.97,4.57,9.86,27.51
1459,20240517,2,8,553.51,168.47,3.48,4.9,33.91
1460,20240729,2,25,64.74,19.61,0.36,0.31,34.26
1461,20240131,2,52,118.49,36.76,0.61,1.27,32.45
1462,20251110,2,84,431.8,119.26,2.61,4.13,40.95
1463,20240602,1,248,2214.62,754.57,7.55,17.88,24.82
1464,20240712,1,210,379.2,123.91,1.34,1.62,28.31
1465,20250827,4,144,1406.38,430.91,4.74,13.23,33.4
1466,20240511,1,20,1885.56,645.09,9.55,22.82,24.47
1467,20240816,3,206,82.03,26.94,0.41,0.57,27.91
1468,20240628,1,160,121.51,42.24,0.7,0.71,23.1
1469,20241225,3,94,861.31,270.55,2.48,4.09,31.47
1470,20240220,1,54,2066.64,695.55,13.13,18.22,25.86
1471,20250821,1,86,2199.73,720.72,6.81,15.23,28.09
1472,20251125,1,154,2155.29,679.26,8.12,24.8,31.21
1473,20250918,3,100,1299.53,396.62,7.07,10.25,33.7
1474,20240416,2,172,1079.7,334.97,6.6,14.78,32.44
1475,20250418,2,183,702.36,203.12,3.29,6.16,37.7
1476,20240913,2,195,1052.18,317.13,2.78,5.32,34.65
1477,20250426,4,208,722.51,219.09,4.45,5.04,34.19
1478,20250830,2,82,70.42,19.92,0.24,0.33,39.27
1479,20240614,1,133,1336.21,468.42,7.72,18.45,22.36
1480,20250523,1,32,157.26,50.95,0.75,2.13,29.0
1481,20251006,3,100,1481.24,432.11,7.39,14.06,37.07
1482,20250622,5,73,106.43,32.87,0.63,0.7,32.78
1483,20250121,4,200,704.24,216.15,4.49,2.95,33.27
1484,20251130,1,5,1712.29,519.1,8.62,18.99,34.21
1485,20250316,1,41,1821.28,593.96,7.31,23.04,28.47
1486,20240607,4,144,1100.46,363.77,5.98,14.27,27.36
1487,20250925,1,18,1132.15,359.98,5.27,6.06,30.51
1488,20250516,2,115,1259.5,353.52,3.59,11.39,39.83
1489,20240726,1,154,1223.02,416.27,6.63,10.49,24.91
1490,20240506,3,134,700.97,217.61,3.19,2.91,32.39
1491,20241129,3,244,418.14,134.84,1.4,2.96,29.38
1492,20240608,2,56,238.37,71.74,1.17,1.8,34.76
1493,20251112,2,107,296.3,84.97,0.79,3.68,38.31
1494,20241213,1,179,2557.91,832.96,7.13,26.08,28.59
1495,20240223,1,153,1991.51,677.27,9.77,10.65,24.98
1496,20250418,2,241,111.58,30.99,0.62,1.33,40.57
1497,20240327,5,117,802.6,262.87,2.61,6.16,28.12
1498,20241225,2,108,130.93,39.17,0.75,0.65,35.2
1499,20251103,4,136,1628.39,483.5,6.84,16.7,35.77
1500,20250608,4,158,1152.52,361.61,3.59,14.79,31.56
1501,20251128,3,219,120.47,34.35,0.72,1.38,38.71
1502,20250427,4,45,718.4,229.57,3.58,4.12,30.11
1503,20251202,4,239,358.73,107.68,1.17,3.39,34.96
1504,20250429,3,13,1058.02,329.59,4.75,11.68,32.12
1505,20250811,1,186,1628.25,536.48,9.81,7.12,27.63
1506,20250101,4,101,468.79,145.38,2.69,5.28,32.47
1507,20240320,4,121,427.97,134.18,2.25,3.31,31.62
1508,20250509,3,127,652.39,198.67,2.79,9.06,33.87
1509,20240115,2,26,401.46,122.64,1.94,3.2,33.63
1510,20250108,1,37,2050.51,679.29,11.19,12.13,27.18
