target_id,date_id,region_id,department_id,kpi_name,target_value,target_unit,target_period
442,20240601,3,5.0,Operating Margin,29.42,Percent,Monthly
443,20240601,3,6.0,Revenue,186333.31,EUR,Monthly
444,20240601,3,6.0,Operating Margin,38.37,Percent,Monthly
445,20240601,3,7.0,Revenue,372481.61,EUR,Monthly
446,20240601,3,7.0,Operating Margin,32.16,Percent,Monthly
447,20240601,3,8.0,Revenue,264649.31,EUR,Monthly
448,20240601,3,8.0,Operating Margin,32.41,Percent,Monthly
449,20240601,4,1.0,Revenue,73616.62,EUR,Monthly
450,20240601,4,1.0,Operating Margin,42.0,Percent,Monthly
451,20240601,4,2.0,Revenue,95508.21,EUR,Monthly
452,20240601,4,2.0,Operating Margin,39.18,Percent,Monthly
453,20240601,4,3.0,Revenue,505330.0,EUR,Monthly
454,20240601,4,3.0,Operating Margin,41.11,Percent,Monthly
455,20240601,4,4.0,Revenue,405682.25,EUR,Monthly
456,20240601,4,4.0,Operating Margin,29.27,Percent,Monthly
457,20240601,4,5.0,Revenue,310657.31,EUR,Monthly
458,20240601,4,5.0,Operating Margin,22.72,Percent,Monthly
459,20240601,4,6.0,Revenue,115602.3,EUR,Monthly
460,20240601,4,6.0,Operating Margin,36.89,Percent,Monthly
461,20240601,4,7.0,Revenue,219198.98,EUR,Monthly
462,20240601,4,7.0,Operating Margin,33.16,Percent,Monthly
463,20240601,4,8.0,Revenue,171329.19,EUR,Monthly
464,20240601,4,8.0,Operating Margin,30.83,Percent,Monthly
465,20240601,5,1.0,Revenue,32636.49,EUR,Monthly
466,20240601,5,1.0,Operating Margin,35.74,Percent,Monthly
467,20240601,5,2.0,Revenue,41554.46,EUR,Monthly
468,20240601,5,2.0,Operating Margin,25.62,Percent,Monthly
469,20240601,5,3.0,Revenue,203620.66,EUR,Monthly
470,20240601,5,3.0,Operating Margin,33.78,Percent,Monthly
471,20240601,5,4.0,Revenue,172598.16,EUR,Monthly
472,20240601,5,4.0,Operating Margin,14.07,Percent,Monthly
473,20240601,5,5.0,Revenue,129859.53,EUR,Monthly
474,20240601,5,5.0,Operating Margin,8.99,Percent,Monthly
475,20240601,5,6.0,Revenue,47423.26,EUR,Monthly
476,20240601,5,6.0,Operating Margin,21.4,Percent,Monthly
477,20240601,5,7.0,Revenue,93719.11,EUR,Monthly
478,20240601,5,7.0,Operating Margin,16.32,Percent,Monthly
479,20240601,5,8.0,Revenue,71831.97,EUR,Monthly
480,20240601,5,8.0,Operating Margin,17.44,Percent,Monthly
481,20240701,1,1.0,Revenue,234509.83,EUR,Monthly
482,20240701,1,1.0,Operating Margin,38.66,Percent,Monthly
483,20240701,1,2.0,Revenue,277883.88,EUR,Monthly
484,20240701,1,2.0,Operating Margin,34.77,Percent,Monthly
485,20240701,1,3.0,Revenue,1573828.12,EUR,Monthly
486,20240701,1,3.0,Operating Margin,34.53,Percent,Monthly
487,20240701,1,4.0,Revenue,1203665.12,EUR,Monthly
488,20240701,1,4.0,Operating Margin,24.48,Percent,Monthly
489,20240701,1,5.0,Revenue,926513.9,EUR,Monthly
490,20240701,1,5.0,Operating Margin,19.08,Percent,Monthly
491,20240701,1,6.0,Revenue,335899.44,EUR,Monthly
492,20240701,1,6.0,Operating Margin,32.52,Percent,Monthly
493,20240701,1,7.0,Revenue,688197.02,EUR,Monthly
494,20240701,1,7.0,Operating Margin,28.95,Percent,Monthly
495,20240701,1,8.0,Revenue,533992.74,EUR,Monthly
496,20240701,1,8.0,Operating Margin,26.19,Percent,Monthly
497,20240701,2,1.0,Revenue,168705.76,EUR,Monthly
498,20240701,2,1.0,Operating Margin,42.0,Percent,Monthly
499,20240701,2,2.0,Revenue,204006.84,EUR,Monthly
500,20240701,2,2.0,Operating Margin,42.0,Percent,Monthly
501,20240701,2,3.0,Revenue,1005678.24,EUR,Monthly
502,20240701,2,3.0,Operating Margin,40.13,Percent,Monthly
503,20240701,2,4.0,Revenue,881757.44,EUR,Monthly
504,20240701,2,4.0,Operating Margin,34.45,Percent,Monthly
505,20240701,2,5.0,Revenue,661834.61,EUR,Monthly
506,20240701,2,5.0,Operating Margin,39.37,Percent,Monthly
507,20240701,2,6.0,Revenue,241939.94,EUR,Monthly
508,20240701,2,6.0,Operating Margin,42.0,Percent,Monthly
509,20240701,2,7.0,Revenue,461241.5,EUR,Monthly
510,20240701,2,7.0,Operating Margin,37.19,Percent,Monthly
511,20240701,2,8.0,Revenue,383614.14,EUR,Monthly
512,20240701,2,8.0,Operating Margin,34.24,Percent,Monthly
513,20240701,3,1.0,Revenue,124672.44,EUR,Monthly
514,20240701,3,1.0,Operating Margin,42.0,Percent,Monthly
515,20240701,3,2.0,Revenue,151132.94,EUR,Monthly
516,20240701,3,2.0,Operating Margin,38.93,Percent,Monthly
517,20240701,3,3.0,Revenue,798288.62,EUR,Monthly
518,20240701,3,3.0,Operating Margin,38.2,Percent,Monthly
519,20240701,3,4.0,Revenue,644000.2,EUR,Monthly
520,20240701,3,4.0,Operating Margin,29.91,Percent,Monthly
521,20240701,3,5.0,Revenue,494863.4,EUR,Monthly
522,20240701,3,5.0,Operating Margin,21.7,Percent,Monthly
523,20240701,3,6.0,Revenue,185053.57,EUR,Monthly
524,20240701,3,6.0,Operating Margin,34.86,Percent,Monthly
525,20240701,3,7.0,Revenue,374655.95,EUR,Monthly
526,20240701,3,7.0,Operating Margin,31.98,Percent,Monthly
527,20240701,3,8.0,Revenue,271505.85,EUR,Monthly
528,20240701,3,8.0,Operating Margin,27.14,Percent,Monthly
529,20240701,4,1.0,Revenue,73984.23,EUR,Monthly
530,20240701,4,1.0,Operating Margin,42.0,Percent,Monthly
531,20240701,4,2.0,Revenue,94474.45,EUR,Monthly
532,20240701,4,2.0,Operating Margin,41.85,Percent,Monthly
533,20240701,4,3.0,Revenue,475435.2,EUR,Monthly
534,20240701,4,3.0,Operating Margin,40.53,Percent,Monthly
535,20240701,4,4.0,Revenue,406254.2,EUR,Monthly
536,20240701,4,4.0,Operating Margin,33.62,Percent,Monthly
537,20240701,4,5.0,Revenue,295344.43,EUR,Monthly
538,20240701,4,5.0,Operating Margin,30.24,Percent,Monthly
539,20240701,4,6.0,Revenue,117422.67,EUR,Monthly
540,20240701,4,6.0,Operating Margin,40.89,Percent,Monthly
541,20240701,4,7.0,Revenue,229016.19,EUR,Monthly
542,20240701,4,7.0,Operating Margin,36.5,Percent,Monthly
543,20240701,4,8.0,Revenue,167859.87,EUR,Monthly
544,20240701,4,8.0,Operating Margin,32.12,Percent,Monthly
545,20240701,5,1.0,Revenue,33093.96,EUR,Monthly
546,20240701,5,1.0,Operating Margin,41.95,Percent,Monthly
547,20240701,5,2.0,Revenue,39286.6,EUR,Monthly
548,20240701,5,2.0,Operating Margin,33.62,Percent,Monthly
549,20240701,5,3.0,Revenue,200167.95,EUR,Monthly
550,20240701,5,3.0,Operating Margin,36.88,Percent,Monthly
551,20240701,5,4.0,Revenue,179710.76,EUR,Monthly
552,20240701,5,4.0,Operating Margin,19.87,Percent,Monthly
553,20240701,5,5.0,Revenue,125287.51,EUR,Monthly
554,20240701,5,5.0,Operating Margin,18.47,Percent,Monthly
555,20240701,5,6.0,Revenue,48044.36,EUR,Monthly
556,20240701,5,6.0,Operating Margin,34.09,Percent,Monthly
557,20240701,5,7.0,Revenue,100244.56,EUR,Monthly
558,20240701,5,7.0,Operating Margin,26.31,Percent,Monthly
559,20240701,5,8.0,Revenue,69491.63,EUR,Monthly
560,20240701,5,8.0,Operating Margin,22.61,Percent,Monthly
561,20240801,1,1.0,Revenue,228179.53,EUR,Monthly
562,20240801,1,1.0,Operating Margin,40.69,Percent,Monthly
563,20240801,1,2.0,Revenue,286369.61,EUR,Monthly
564,20240801,1,2.0,Operating Margin,37.17,Percent,Monthly
565,20240801,1,3.0,Revenue,1447498.16,EUR,Monthly
566,20240801,1,3.0,Operating Margin,35.39,Percent,Monthly
567,20240801,1,4.0,Revenue,1243651.13,EUR,Monthly
568,20240801,1,4.0,Operating Margin,25.98,Percent,Monthly
569,20240801,1,5.0,Revenue,934954.15,EUR,Monthly
570,20240801,1,5.0,Operating Margin,22.14,Percent,Monthly
571,20240801,1,6.0,Revenue,347564.81,EUR,Monthly
572,20240801,1,6.0,Operating Margin,31.28,Percent,Monthly
573,20240801,1,7.0,Revenue,708048.83,EUR,Monthly
574,20240801,1,7.0,Operating Margin,27.56,Percent,Monthly
575,20240801,1,8.0,Revenue,523897.7,EUR,Monthly
576,20240801,1,8.0,Operating Margin,25.12,Percent,Monthly
577,20240801,2,1.0,Revenue,159561.16,EUR,Monthly
578,20240801,2,1.0,Operating Margin,42.0,Percent,Monthly
579,20240801,2,2.0,Revenue,201714.85,EUR,Monthly
580,20240801,2,2.0,Operating Margin,42.0,Percent,Monthly
581,20240801,2,3.0,Revenue,1056760.0,EUR,Monthly
582,20240801,2,3.0,Operating Margin,40.88,Percent,Monthly
583,20240801,2,4.0,Revenue,899099.06,EUR,Monthly
584,20240801,2,4.0,Operating Margin,36.75,Percent,Monthly
585,20240801,2,5.0,Revenue,633187.41,EUR,Monthly
586,20240801,2,5.0,Operating Margin,36.82,Percent,Monthly
587,20240801,2,6.0,Revenue,247906.54,EUR,Monthly
588,20240801,2,6.0,Operating Margin,41.48,Percent,Monthly
589,20240801,2,7.0,Revenue,504899.63,EUR,Monthly
590,20240801,2,7.0,Operating Margin,38.01,Percent,Monthly
591,20240801,2,8.0,Revenue,357964.95,EUR,Monthly
592,20240801,2,8.0,Operating Margin,33.33,Percent,Monthly
593,20240801,3,1.0,Revenue,122592.82,EUR,Monthly
594,20240801,3,1.0,Operating Margin,42.0,Percent,Monthly
595,20240801,3,2.0,Revenue,160136.67,EUR,Monthly
596,20240801,3,2.0,Operating Margin,39.65,Percent,Monthly
597,20240801,3,3.0,Revenue,838586.59,EUR,Monthly
598,20240801,3,3.0,Operating Margin,37.89,Percent,Monthly
599,20240801,3,4.0,Revenue,666196.04,EUR,Monthly
600,20240801,3,4.0,Operating Margin,30.11,Percent,Monthly
601,20240801,3,5.0,Revenue,478177.0,EUR,Monthly
602,20240801,3,5.0,Operating Margin,27.72,Percent,Monthly
603,20240801,3,6.0,Revenue,181697.94,EUR,Monthly
604,20240801,3,6.0,Operating Margin,38.04,Percent,Monthly
605,20240801,3,7.0,Revenue,363717.75,EUR,Monthly
606,20240801,3,7.0,Operating Margin,33.64,Percent,Monthly
607,20240801,3,8.0,Revenue,279632.64,EUR,Monthly
608,20240801,3,8.0,Operating Margin,30.06,Percent,Monthly
609,20240801,4,1.0,Revenue,70707.7,EUR,Monthly
610,20240801,4,1.0,Operating Margin,42.0,Percent,Monthly
611,20240801,4,2.0,Revenue,92886.02,EUR,Monthly
612,20240801,4,2.0,Operating Margin,42.0,Percent,Monthly
613,20240801,4,3.0,Revenue,468302.9,EUR,Monthly
614,20240801,4,3.0,Operating Margin,40.91,Percent,Monthly
615,20240801,4,4.0,Revenue,400786.98,EUR,Monthly
616,20240801,4,4.0,Operating Margin,30.98,Percent,Monthly
617,20240801,4,5.0,Revenue,284939.12,EUR,Monthly
618,20240801,4,5.0,Operating Margin,28.4,Percent,Monthly
619,20240801,4,6.0,Revenue,108105.54,EUR,Monthly
620,20240801,4,6.0,Operating Margin,40.06,Percent,Monthly
621,20240801,4,7.0,Revenue,226577.97,EUR,Monthly
622,20240801,4,7.0,Operating Margin,35.0,Percent,Monthly
623,20240801,4,8.0,Revenue,160204.6,EUR,Monthly
624,20240801,4,8.0,Operating Margin,31.64,Percent,Monthly
625,20240801,5,1.0,Revenue,32415.53,EUR,Monthly
626,20240801,5,1.0,Operating Margin,29.58,Percent,Monthly
627,20240801,5,2.0,Revenue,40780.6,EUR,Monthly
628,20240801,5,2.0,Operating Margin,21.05,Percent,Monthly
629,20240801,5,3.0,Revenue,198134.84,EUR,Monthly
630,20240801,5,3.0,Operating Margin,32.79,Percent,Monthly
631,20240801,5,4.0,Revenue,177324.22,EUR,Monthly
632,20240801,5,4.0,Operating Margin,8.61,Percent,Monthly
633,20240801,5,5.0,Revenue,122701.42,EUR,Monthly
634,20240801,5,5.0,Operating Margin,9.25,Percent,Monthly
635,20240801,5,6.0,Revenue,49080.59,EUR,Monthly
636,20240801,5,6.0,Operating Margin,18.26,Percent,Monthly
637,20240801,5,7.0,Revenue,92250.14,EUR,Monthly
638,20240801,5,7.0,Operating Margin,8.53,Percent,Monthly
639,20240801,5,8.0,Revenue,72816.43,EUR,Monthly
640,20240801,5,8.0,Operating Margin,12.52,Percent,Monthly
641,20240901,1,1.0,Revenue,244965.26,EUR,Monthly
642,20240901,1,1.0,Operating Margin,42.0,Percent,Monthly
643,20240901,1,2.0,Revenue,305814.87,EUR,Monthly
644,20240901,1,2.0,Operating Margin,35.71,Percent,Monthly
645,20240901,1,3.0,Revenue,1517217.55,EUR,Monthly
646,20240901,1,3.0,Operating Margin,34.44,Percent,Monthly
647,20240901,1,4.0,Revenue,1404760.29,EUR,Monthly
648,20240901,1,4.0,Operating Margin,25.47,Percent,Monthly
649,20240901,1,5.0,Revenue,958771.63,EUR,Monthly
650,20240901,1,5.0,Operating Margin,20.39,Percent,Monthly
651,20240901,1,6.0,Revenue,360423.75,EUR,Monthly
652,20240901,1,6.0,Operating Margin,31.01,Percent,Monthly
653,20240901,1,7.0,Revenue,741039.34,EUR,Monthly
654,20240901,1,7.0,Operating Margin,26.93,Percent,Monthly
655,20240901,1,8.0,Revenue,575219.53,EUR,Monthly
656,20240901,1,8.0,Operating Margin,26.85,Percent,Monthly
657,20240901,2,1.0,Revenue,177651.21,EUR,Monthly
658,20240901,2,1.0,Operating Margin,42.0,Percent,Monthly
659,20240901,2,2.0,Revenue,208469.93,EUR,Monthly
660,20240901,2,2.0,Operating Margin,42.0,Percent,Monthly
661,20240901,2,3.0,Revenue,1086318.38,EUR,Monthly
662,20240901,2,3.0,Operating Margin,42.0,Percent,Monthly
663,20240901,2,4.0,Revenue,924378.44,EUR,Monthly
664,20240901,2,4.0,Operating Margin,34.21,Percent,Monthly
665,20240901,2,5.0,Revenue,695005.46,EUR,Monthly
666,20240901,2,5.0,Operating Margin,35.26,Percent,Monthly
667,20240901,2,6.0,Revenue,241332.16,EUR,Monthly
668,20240901,2,6.0,Operating Margin,40.96,Percent,Monthly
669,20240901,2,7.0,Revenue,516125.5,EUR,Monthly
670,20240901,2,7.0,Operating Margin,39.27,Percent,Monthly
671,20240901,2,8.0,Revenue,365684.82,EUR,Monthly
672,20240901,2,8.0,Operating Margin,32.24,Percent,Monthly
673,20240901,3,1.0,Revenue,125522.56,EUR,Monthly
674,20240901,3,1.0,Operating Margin,42.0,Percent,Monthly
675,20240901,3,2.0,Revenue,159226.31,EUR,Monthly
676,20240901,3,2.0,Operating Margin,41.01,Percent,Monthly
677,20240901,3,3.0,Revenue,874150.54,EUR,Monthly
678,20240901,3,3.0,Operating Margin,40.93,Percent,Monthly
679,20240901,3,4.0,Revenue,686649.83,EUR,Monthly
680,20240901,3,4.0,Operating Margin,29.35,Percent,Monthly
681,20240901,3,5.0,Revenue,536593.85,EUR,Monthly
682,20240901,3,5.0,Operating Margin,28.93,Percent,Monthly
683,20240901,3,6.0,Revenue,192786.57,EUR,Monthly
684,20240901,3,6.0,Operating Margin,37.45,Percent,Monthly
685,20240901,3,7.0,Revenue,389980.89,EUR,Monthly
686,20240901,3,7.0,Operating Margin,32.86,Percent,Monthly
687,20240901,3,8.0,Revenue,293725.44,EUR,Monthly
688,20240901,3,8.0,Operating Margin,28.76,Percent,Monthly
689,20240901,4,1.0,Revenue,76342.47,EUR,Monthly
690,20240901,4,1.0,Operating Margin,42.0,Percent,Monthly
691,20240901,4,2.0,Revenue,94289.19,EUR,Monthly
692,20240901,4,2.0,Operating Margin,41.14,Percent,Monthly
693,20240901,4,3.0,Revenue,483304.33,EUR,Monthly
694,20240901,4,3.0,Operating Margin,42.0,Percent,Monthly
695,20240901,4,4.0,Revenue,430166.67,EUR,Monthly
696,20240901,4,4.0,Operating Margin,32.22,Percent,Monthly
697,20240901,4,5.0,Revenue,322826.55,EUR,Monthly
698,20240901,4,5.0,Operating Margin,28.63,Percent,Monthly
699,20240901,4,6.0,Revenue,115979.88,EUR,Monthly
700,20240901,4,6.0,Operating Margin,40.27,Percent,Monthly
701,20240901,4,7.0,Revenue,232051.84,EUR,Monthly
702,20240901,4,7.0,Operating Margin,33.93,Percent,Monthly
703,20240901,4,8.0,Revenue,172798.82,EUR,Monthly
704,20240901,4,8.0,Operating Margin,31.67,Percent,Monthly
705,20240901,5,1.0,Revenue,33511.45,EUR,Monthly
706,20240901,5,1.0,Operating Margin,30.52,Percent,Monthly
707,20240901,5,2.0,Revenue,42155.86,EUR,Monthly
708,20240901,5,2.0,Operating Margin,20.64,Percent,Monthly
709,20240901,5,3.0,Revenue,226626.35,EUR,Monthly
710,20240901,5,3.0,Operating Margin,34.23,Percent,Monthly
711,20240901,5,4.0,Revenue,182692.77,EUR,Monthly
712,20240901,5,4.0,Operating Margin,9.74,Percent,Monthly
713,20240901,5,5.0,Revenue,138284.23,EUR,Monthly
714,20240901,5,5.0,Operating Margin,8.73,Percent,Monthly
715,20240901,5,6.0,Revenue,48735.75,EUR,Monthly
716,20240901,5,6.0,Operating Margin,21.14,Percent,Monthly
717,20240901,5,7.0,Revenue,98550.26,EUR,Monthly
718,20240901,5,7.0,Operating Margin,9.79,Percent,Monthly
719,20240901,5,8.0,Revenue,74869.17,EUR,Monthly
720,20240901,5,8.0,Operating Margin,10.98,Percent,Monthly
721,20241001,1,1.0,Revenue,240802.38,EUR,Monthly
722,20241001,1,1.0,Operating Margin,42.0,Percent,Monthly
723,20241001,1,2.0,Revenue,318341.22,EUR,Monthly
724,20241001,1,2.0,Operating Margin,35.63,Percent,Monthly
725,20241001,1,3.0,Revenue,1718182.3,EUR,Monthly
726,20241001,1,3.0,Operating Margin,35.96,Percent,Monthly
727,20241001,1,4.0,Revenue,1454813.98,EUR,Monthly
728,20241001,1,4.0,Operating Margin,25.84,Percent,Monthly
729,20241001,1,5.0,Revenue,996046.82,EUR,Monthly
730,20241001,1,5.0,Operating Margin,23.97,Percent,Monthly
731,20241001,1,6.0,Revenue,357561.63,EUR,Monthly
732,20241001,1,6.0,Operating Margin,32.4,Percent,Monthly
733,20241001,1,7.0,Revenue,767251.75,EUR,Monthly
734,20241001,1,7.0,Operating Margin,30.01,Percent,Monthly
735,20241001,1,8.0,Revenue,568214.13,EUR,Monthly
736,20241001,1,8.0,Operating Margin,24.08,Percent,Monthly
737,20241001,2,1.0,Revenue,176681.31,EUR,Monthly
738,20241001,2,1.0,Operating Margin,42.0,Percent,Monthly
739,20241001,2,2.0,Revenue,216213.1,EUR,Monthly
740,20241001,2,2.0,Operating Margin,42.0,Percent,Monthly
741,20241001,2,3.0,Revenue,1123923.43,EUR,Monthly
742,20241001,2,3.0,Operating Margin,42.0,Percent,Monthly
743,20241001,2,4.0,Revenue,987799.38,EUR,Monthly
744,20241001,2,4.0,Operating Margin,37.29,Percent,Monthly
745,20241001,2,5.0,Revenue,724503.04,EUR,Monthly
746,20241001,2,5.0,Operating Margin,37.17,Percent,Monthly
747,20241001,2,6.0,Revenue,258281.19,EUR,Monthly
748,20241001,2,6.0,Operating Margin,41.88,Percent,Monthly
749,20241001,2,7.0,Revenue,521837.42,EUR,Monthly
750,20241001,2,7.0,Operating Margin,36.77,Percent,Monthly
751,20241001,2,8.0,Revenue,377069.94,EUR,Monthly
752,20241001,2,8.0,Operating Margin,33.99,Percent,Monthly
753,20241001,3,1.0,Revenue,140035.67,EUR,Monthly
754,20241001,3,1.0,Operating Margin,42.0,Percent,Monthly
755,20241001,3,2.0,Revenue,164836.51,EUR,Monthly
756,20241001,3,2.0,Operating Margin,38.22,Percent,Monthly
757,20241001,3,3.0,Revenue,867836.12,EUR,Monthly
758,20241001,3,3.0,Operating Margin,37.91,Percent,Monthly
759,20241001,3,4.0,Revenue,735551.94,EUR,Monthly
760,20241001,3,4.0,Operating Margin,31.81,Percent,Monthly
761,20241001,3,5.0,Revenue,534681.58,EUR,Monthly
762,20241001,3,5.0,Operating Margin,25.95,Percent,Monthly
763,20241001,3,6.0,Revenue,213273.13,EUR,Monthly
764,20241001,3,6.0,Operating Margin,37.69,Percent,Monthly
765,20241001,3,7.0,Revenue,423869.68,EUR,Monthly
766,20241001,3,7.0,Operating Margin,32.91,Percent,Monthly
767,20241001,3,8.0,Revenue,295011.23,EUR,Monthly
768,20241001,3,8.0,Operating Margin,28.51,Percent,Monthly
769,20241001,4,1.0,Revenue,84179.34,EUR,Monthly
770,20241001,4,1.0,Operating Margin,42.0,Percent,Monthly
771,20241001,4,2.0,Revenue,105030.63,EUR,Monthly
772,20241001,4,2.0,Operating Margin,39.62,Percent,Monthly
773,20241001,4,3.0,Revenue,506491.7,EUR,Monthly
774,20241001,4,3.0,Operating Margin,39.46,Percent,Monthly
775,20241001,4,4.0,Revenue,444531.96,EUR,Monthly
776,20241001,4,4.0,Operating Margin,30.97,Percent,Monthly
777,20241001,4,5.0,Revenue,325724.71,EUR,Monthly
778,20241001,4,5.0,Operating Margin,24.63,Percent,Monthly
779,20241001,4,6.0,Revenue,117550.23,EUR,Monthly
780,20241001,4,6.0,Operating Margin,36.97,Percent,Monthly
781,20241001,4,7.0,Revenue,239962.06,EUR,Monthly
782,20241001,4,7.0,Operating Margin,33.6,Percent,Monthly
783,20241001,4,8.0,Revenue,176483.74,EUR,Monthly
784,20241001,4,8.0,Operating Margin,29.84,Percent,Monthly
785,20241001,5,1.0,Revenue,33557.87,EUR,Monthly
786,20241001,5,1.0,Operating Margin,39.05,Percent,Monthly
787,20241001,5,2.0,Revenue,43122.87,EUR,Monthly
788,20241001,5,2.0,Operating Margin,30.99,Percent,Monthly
789,20241001,5,3.0,Revenue,230959.3,EUR,Monthly
790,20241001,5,3.0,Operating Margin,34.56,Percent,Monthly
791,20241001,5,4.0,Revenue,193076.5,EUR,Monthly
792,20241001,5,4.0,Operating Margin,18.92,Percent,Monthly
793,20241001,5,5.0,Revenue,134425.03,EUR,Monthly
794,20241001,5,5.0,Operating Margin,11.32,Percent,Monthly
795,20241001,5,6.0,Revenue,49838.54,EUR,Monthly
796,20241001,5,6.0,Operating Margin,28.87,Percent,Monthly
797,20241001,5,7.0,Revenue,98286.01,EUR,Monthly
798,20241001,5,7.0,Operating Margin,25.84,Percent,Monthly
799,20241001,5,8.0,Revenue,80470.2,EUR,Monthly
800,20241001,5,8.0,Operating Margin,23.62,Percent,Monthly
801,20241101,1,1.0,Revenue,265508.13,EUR,Monthly
802,20241101,1,1.0,Operating Margin,42.0,Percent,Monthly
803,20241101,1,2.0,Revenue,316254.33,EUR,Monthly
804,20241101,1,2.0,Operating Margin,38.43,Percent,Monthly
805,20241101,1,3.0,Revenue,1632646.11,EUR,Monthly
806,20241101,1,3.0,Operating Margin,36.09,Percent,Monthly
807,20241101,1,4.0,Revenue,1420734.03,EUR,Monthly
808,20241101,1,4.0,Operating Margin,29.15,Percent,Monthly
809,20241101,1,5.0,Revenue,1022383.29,EUR,Monthly
810,20241101,1,5.0,Operating Margin,25.86,Percent,Monthly
811,20241101,1,6.0,Revenue,385578.99,EUR,Monthly
812,20241101,1,6.0,Operating Margin,33.98,Percent,Monthly
813,20241101,1,7.0,Revenue,781314.66,EUR,Monthly
814,20241101,1,7.0,Operating Margin,31.61,Percent,Monthly
815,20241101,1,8.0,Revenue,555264.97,EUR,Monthly
816,20241101,1,8.0,Operating Margin,26.26,Percent,Monthly
817,20241101,2,1.0,Revenue,176047.12,EUR,Monthly
818,20241101,2,1.0,Operating Margin,42.0,Percent,Monthly
819,20241101,2,2.0,Revenue,220503.7,EUR,Monthly
820,20241101,2,2.0,Operating Margin,42.0,Percent,Monthly
821,20241101,2,3.0,Revenue,1218683.99,EUR,Monthly
822,20241101,2,3.0,Operating Margin,42.0,Percent,Monthly
823,20241101,2,4.0,Revenue,1015052.32,EUR,Monthly
824,20241101,2,4.0,Operating Margin,35.71,Percent,Monthly
825,20241101,2,5.0,Revenue,706367.53,EUR,Monthly
826,20241101,2,5.0,Operating Margin,35.11,Percent,Monthly
827,20241101,2,6.0,Revenue,276232.9,EUR,Monthly
828,20241101,2,6.0,Operating Margin,39.15,Percent,Monthly
829,20241101,2,7.0,Revenue,552255.3,EUR,Monthly
830,20241101,2,7.0,Operating Margin,37.68,Percent,Monthly
831,20241101,2,8.0,Revenue,404707.74,EUR,Monthly
832,20241101,2,8.0,Operating Margin,34.9,Percent,Monthly
833,20241101,3,1.0,Revenue,144263.34,EUR,Monthly
834,20241101,3,1.0,Operating Margin,42.0,Percent,Monthly
835,20241101,3,2.0,Revenue,180993.31,EUR,Monthly
836,20241101,3,2.0,Operating Margin,37.58,Percent,Monthly
837,20241101,3,3.0,Revenue,890449.4,EUR,Monthly
838,20241101,3,3.0,Operating Margin,40.3,Percent,Monthly
839,20241101,3,4.0,Revenue,788065.0,EUR,Monthly
840,20241101,3,4.0,Operating Margin,31.14,Percent,Monthly
841,20241101,3,5.0,Revenue,564159.99,EUR,Monthly
842,20241101,3,5.0,Operating Margin,29.1,Percent,Monthly
843,20241101,3,6.0,Revenue,198728.47,EUR,Monthly
844,20241101,3,6.0,Operating Margin,37.89,Percent,Monthly
845,20241101,3,7.0,Revenue,433732.6,EUR,Monthly
846,20241101,3,7.0,Operating Margin,34.74,Percent,Monthly
847,20241101,3,8.0,Revenue,331765.14,EUR,Monthly
848,20241101,3,8.0,Operating Margin,29.11,Percent,Monthly
849,20241101,4,1.0,Revenue,84106.06,EUR,Monthly
850,20241101,4,1.0,Operating Margin,42.0,Percent,Monthly
851,20241101,4,2.0,Revenue,100214.75,EUR,Monthly
852,20241101,4,2.0,Operating Margin,42.0,Percent,Monthly
853,20241101,4,3.0,Revenue,511644.3,EUR,Monthly
854,20241101,4,3.0,Operating Margin,40.54,Percent,Monthly
855,20241101,4,4.0,Revenue,439940.83,EUR,Monthly
856,20241101,4,4.0,Operating Margin,33.27,Percent,Monthly
857,20241101,4,5.0,Revenue,330069.17,EUR,Monthly
858,20241101,4,5.0,Operating Margin,28.67,Percent,Monthly
859,20241101,4,6.0,Revenue,129988.04,EUR,Monthly
860,20241101,4,6.0,Operating Margin,40.45,Percent,Monthly
861,20241101,4,7.0,Revenue,243699.17,EUR,Monthly
862,20241101,4,7.0,Operating Margin,37.54,Percent,Monthly
863,20241101,4,8.0,Revenue,187651.62,EUR,Monthly
864,20241101,4,8.0,Operating Margin,33.18,Percent,Monthly
865,20241101,5,1.0,Revenue,37148.4,EUR,Monthly
866,20241101,5,1.0,Operating Margin,38.88,Percent,Monthly
867,20241101,5,2.0,Revenue,43152.18,EUR,Monthly
868,20241101,5,2.0,Operating Margin,32.31,Percent,Monthly
869,20241101,5,3.0,Revenue,242044.87,EUR,Monthly
870,20241101,5,3.0,Operating Margin,34.38,Percent,Monthly
871,20241101,5,4.0,Revenue,202848.3,EUR,Monthly
872,20241101,5,4.0,Operating Margin,21.04,Percent,Monthly
873,20241101,5,5.0,Revenue,140812.08,EUR,Monthly
874,20241101,5,5.0,Operating Margin,15.32,Percent,Monthly
875,20241101,5,6.0,Revenue,51560.82,EUR,Monthly
876,20241101,5,6.0,Operating Margin,30.17,Percent,Monthly
877,20241101,5,7.0,Revenue,105360.9,EUR,Monthly
878,20241101,5,7.0,Operating Margin,27.27,Percent,Monthly
879,20241101,5,8.0,Revenue,79948.16,EUR,Monthly
880,20241101,5,8.0,Operating Margin,22.02,Percent,Monthly
881,20241201,1,1.0,Revenue,279466.66,EUR,Monthly
882,20241201,1,1.0,Operating Margin,42.0,Percent,Monthly
883,20241201,1,2.0,Revenue,333884.11,EUR,Monthly
