request_id,created_at,resolved_at,date_id,customer_id,region_id,asset_id,request_type,priority,status,sla_target_hours,actual_resolution_hours,within_sla
1871,2025-06-30 11:02:00,2025-07-02 07:47:36,20250630,309,3,99.0,Outage Investigation,Low,Resolved,78.21,44.76,True
1872,2025-07-20 20:51:00,2025-07-21 00:54:35,20250720,657,4,209.0,Performance Review,Critical,Resolved,7.78,4.06,True
1873,2024-07-25 20:36:00,2024-07-26 15:13:48,20240725,685,4,101.0,Outage Investigation,High,Resolved,21.63,18.63,True
1874,2024-12-16 05:31:00,2024-12-18 00:38:12,20241216,677,1,18.0,Outage Investigation,Medium,Resolved,44.73,43.12,True
1875,2024-08-09 21:39:00,,20240809,711,1,246.0,Installation Support,High,Open,25.18,,
1876,2025-04-27 01:34:00,2025-04-28 22:40:00,20250427,548,3,,Billing Inquiry,Medium,Resolved,51.24,45.1,True
1877,2025-07-29 14:40:00,2025-07-30 12:05:12,20250729,586,1,75.0,Contract Update,High,Resolved,25.1,21.42,True
1878,2025-12-16 03:17:00,2025-12-17 02:09:17,20251216,562,1,224.0,Contract Update,Low,Cancelled,70.78,,
1879,2025-09-08 22:58:00,2025-09-09 21:31:00,20250908,713,1,111.0,Performance Review,High,Resolved,23.43,22.55,True
1880,2025-01-31 06:06:00,2025-02-01 02:55:48,20250131,300,2,,Billing Inquiry,High,Resolved,23.92,20.83,True
1881,2024-03-03 19:57:00,2024-03-04 15:10:12,20240303,527,3,23.0,Outage Investigation,High,Resolved,23.94,19.22,True
1882,2024-08-14 04:13:00,2024-08-15 18:47:48,20240814,720,2,,Contract Update,Low,Resolved,66.35,38.58,True
1883,2024-04-02 15:32:00,2024-04-02 21:06:07,20240402,449,5,187.0,Billing Inquiry,Medium,Cancelled,46.5,,
1884,2025-01-13 00:06:00,2025-01-14 11:22:48,20250113,153,5,222.0,Performance Review,Medium,Resolved,51.69,35.28,True
1885,2025-02-14 14:51:00,2025-02-16 16:12:00,20250214,671,1,191.0,Contract Update,Medium,Resolved,50.24,49.35,True
1886,2025-08-09 21:31:00,2025-08-10 04:15:48,20250809,170,5,29.0,Installation Support,High,Cancelled,24.61,,
1887,2024-08-18 21:41:00,2024-08-21 06:50:00,20240818,741,1,154.0,Emergency Repair,Medium,Resolved,47.1,57.15,False
1888,2024-03-26 05:11:00,2024-03-26 14:26:00,20240326,738,5,53.0,Installation Support,Critical,Resolved,7.36,9.25,False
1889,2024-02-18 03:42:00,2024-02-19 23:39:00,20240218,14,3,99.0,Outage Investigation,Medium,Resolved,43.63,43.95,False
1890,2024-10-14 17:11:00,2024-10-16 16:47:36,20241014,359,3,236.0,Outage Investigation,Medium,Resolved,44.24,47.61,False
1891,2025-12-29 21:06:00,2025-12-30 16:09:00,20251229,526,1,132.0,Contract Update,High,Resolved,22.47,19.05,True
1892,2024-03-05 20:46:00,2024-03-06 09:34:36,20240305,457,1,71.0,Outage Investigation,High,Resolved,22.38,12.81,True
1893,2025-07-24 03:01:00,,20250724,236,1,63.0,Billing Inquiry,Critical,In Progress,7.66,,
1894,2025-01-29 12:46:00,2025-01-31 10:46:00,20250129,195,3,206.0,Outage Investigation,Low,Resolved,67.82,46.0,True
1895,2025-10-05 22:41:00,2025-10-07 05:22:24,20251005,402,4,150.0,Contract Update,Medium,Resolved,46.52,30.69,True
1896,2024-01-04 03:13:00,2024-01-06 03:55:36,20240104,591,5,187.0,Installation Support,Medium,Resolved,43.88,48.71,False
1897,2025-10-10 22:38:00,2025-10-12 15:06:12,20251010,566,1,6.0,Billing Inquiry,Medium,Resolved,50.43,40.47,True
1898,2025-08-19 01:48:00,2025-08-19 07:04:48,20250819,491,3,167.0,Installation Support,Critical,Resolved,8.06,5.28,True
1899,2024-08-11 23:30:00,2024-08-12 13:45:36,20240811,165,1,248.0,Installation Support,High,Resolved,25.86,14.26,True
1900,2024-03-26 12:11:00,,20240326,377,1,43.0,Emergency Repair,High,In Progress,26.18,,
1901,2025-04-11 09:22:00,,20250411,235,1,71.0,Installation Support,Low,Open,71.4,,
1902,2025-12-09 21:19:00,,20251209,603,3,211.0,Installation Support,Medium,In Progress,45.77,,
1903,2025-11-23 20:27:00,2025-11-24 14:37:48,20251123,668,2,48.0,Contract Update,High,Resolved,21.7,18.18,True
1904,2025-12-10 23:17:00,2025-12-13 00:03:48,20251210,95,2,12.0,Outage Investigation,Medium,Resolved,49.89,48.78,True
1905,2024-03-19 20:07:00,2024-03-23 17:37:00,20240319,454,1,54.0,Preventive Check,Low,Resolved,74.3,93.5,False
1906,2024-07-12 02:17:00,2024-07-12 14:48:48,20240712,306,3,102.0,Emergency Repair,High,Resolved,24.27,12.53,True
1907,2024-08-18 05:58:00,2024-08-22 08:44:48,20240818,741,1,75.0,Preventive Check,Low,Resolved,72.11,98.78,False
1908,2024-10-11 20:06:00,2024-10-12 13:00:36,20241011,311,2,31.0,Billing Inquiry,High,Resolved,23.52,16.91,True
1909,2025-06-14 00:33:00,2025-06-15 23:24:36,20250614,22,5,51.0,Emergency Repair,Low,Resolved,75.41,46.86,True
1910,2024-08-07 10:04:00,2024-08-07 15:55:00,20240807,239,3,100.0,Preventive Check,Critical,Resolved,8.58,5.85,True
1911,2024-05-28 07:53:00,2024-05-30 09:31:24,20240528,559,4,,Contract Update,Medium,Resolved,51.77,49.64,True
1912,2025-01-02 11:15:00,2025-01-03 08:03:36,20250102,288,2,107.0,Outage Investigation,Medium,Resolved,45.01,20.81,True
1913,2024-12-18 07:51:00,2024-12-21 10:13:48,20241218,365,5,73.0,Billing Inquiry,Low,Resolved,74.7,74.38,True
1914,2025-04-17 20:32:00,2025-04-19 06:56:00,20250417,706,1,194.0,Performance Review,Medium,Resolved,50.27,34.4,True
1915,2025-08-11 08:12:00,2025-08-14 11:11:24,20250811,647,1,16.0,Emergency Repair,Low,Resolved,69.23,74.99,False
1916,2025-01-15 14:15:00,2025-01-18 07:05:24,20250115,348,1,182.0,Preventive Check,Medium,Resolved,50.22,64.84,False
1917,2025-01-07 13:14:00,,20250107,578,3,104.0,Billing Inquiry,High,Open,24.4,,
1918,2024-10-21 16:41:00,2024-10-22 10:39:05,20241021,342,1,43.0,Outage Investigation,Medium,Cancelled,48.35,,
1919,2025-11-25 08:51:00,2025-11-27 03:42:00,20251125,241,2,183.0,Emergency Repair,Medium,Resolved,50.2,42.85,True
1920,2025-11-15 00:56:00,2025-11-15 05:34:24,20251115,500,4,128.0,Installation Support,Critical,Resolved,7.83,4.64,True
1921,2025-12-08 08:19:00,2025-12-11 03:26:47,20251208,267,1,229.0,Emergency Repair,Low,Resolved,66.91,67.13,False
1922,2024-09-01 10:51:00,2024-09-03 02:28:12,20240901,152,5,131.0,Performance Review,Medium,Resolved,47.26,39.62,True
1923,2024-02-11 00:44:00,2024-02-13 05:48:12,20240211,578,3,,Contract Update,Low,Resolved,65.98,53.07,True
1924,2024-04-02 04:07:00,2024-04-02 23:42:24,20240402,704,2,3.0,Installation Support,High,Resolved,22.03,19.59,True
1925,2025-09-28 11:16:00,2025-09-29 09:20:12,20250928,97,1,153.0,Billing Inquiry,High,Resolved,22.48,22.07,True
1926,2025-05-31 17:28:00,,20250531,82,1,119.0,Installation Support,Low,In Progress,75.06,,
1927,2025-12-17 16:12:00,2025-12-20 07:15:36,20251217,552,2,115.0,Installation Support,Low,Resolved,68.64,63.06,True
1928,2024-01-30 05:41:00,2024-01-30 14:34:18,20240130,686,2,97.0,Preventive Check,High,Cancelled,26.24,,
1929,2025-11-30 16:20:00,2025-12-02 01:22:59,20251130,575,1,88.0,Preventive Check,Medium,Resolved,49.87,33.05,True
1930,2024-01-31 21:55:00,2024-02-01 23:29:48,20240131,488,1,27.0,Billing Inquiry,High,Resolved,22.98,25.58,False
1931,2024-12-11 14:34:00,2024-12-12 06:04:36,20241211,116,3,98.0,Emergency Repair,High,Resolved,22.9,15.51,True
1932,2024-06-02 08:26:00,2024-06-06 08:36:12,20240602,35,3,240.0,Billing Inquiry,Low,Resolved,78.29,96.17,False
1933,2025-07-22 02:21:00,,20250722,395,1,245.0,Performance Review,Critical,Open,7.73,,
1934,2025-05-11 01:08:00,2025-05-14 19:38:36,20250511,21,1,126.0,Emergency Repair,Low,Resolved,77.28,90.51,False
1935,2025-07-09 08:06:00,2025-07-09 13:28:05,20250709,286,3,167.0,Performance Review,Low,Cancelled,65.98,,
1936,2025-05-09 15:45:00,2025-05-12 04:15:00,20250509,6,1,4.0,Preventive Check,Medium,Resolved,51.34,60.5,False
1937,2025-01-15 23:30:00,2025-01-16 06:55:12,20250115,207,1,186.0,Preventive Check,Critical,Resolved,8.35,7.42,True
1938,2024-03-24 16:43:00,,20240324,347,1,192.0,Performance Review,Critical,In Progress,7.94,,
1939,2024-05-23 14:21:00,2024-05-24 17:24:00,20240523,661,1,37.0,Preventive Check,High,Resolved,23.05,27.05,False
1940,2024-02-07 04:13:00,2024-02-09 13:11:12,20240207,431,3,244.0,Billing Inquiry,Low,Resolved,70.18,56.97,True
1941,2025-10-07 18:29:00,2025-10-10 09:50:00,20251007,595,1,210.0,Emergency Repair,Low,Resolved,71.1,63.35,True
1942,2025-08-09 22:56:00,2025-08-10 17:09:12,20250809,511,2,57.0,Performance Review,High,Resolved,25.62,18.22,True
1943,2025-03-30 17:32:00,2025-04-01 14:05:00,20250330,46,3,244.0,Billing Inquiry,Low,Resolved,78.49,44.55,True
1944,2024-05-23 09:02:00,2024-05-25 10:11:36,20240523,589,1,248.0,Contract Update,Medium,Resolved,47.44,49.16,False
1945,2024-12-02 13:00:00,2024-12-04 04:48:36,20241202,430,1,27.0,Installation Support,Medium,Resolved,44.63,39.81,True
1946,2025-09-04 13:38:00,2025-09-05 04:06:48,20250904,713,1,185.0,Performance Review,High,Resolved,21.66,14.48,True
1947,2025-05-30 17:08:00,2025-06-03 00:05:36,20250530,287,5,117.0,Installation Support,Low,Resolved,70.65,78.96,False
1948,2025-04-27 09:00:00,2025-04-27 12:59:08,20250427,125,2,204.0,Preventive Check,High,Cancelled,25.32,,
1949,2025-03-04 00:38:00,2025-03-06 02:35:36,20250304,468,3,236.0,Performance Review,Medium,Resolved,51.47,49.96,True
1950,2025-11-14 21:49:00,2025-11-15 20:35:12,20251114,237,2,97.0,Outage Investigation,Medium,Resolved,45.61,22.77,True
1951,2024-11-22 05:40:00,2024-11-24 04:22:36,20241122,208,5,184.0,Billing Inquiry,Medium,Resolved,46.39,46.71,False
1952,2025-07-15 13:55:00,2025-07-18 18:55:36,20250715,386,5,66.0,Billing Inquiry,Low,Resolved,77.81,77.01,True
1953,2024-09-26 15:00:00,2024-09-27 15:06:00,20240926,573,2,82.0,Outage Investigation,Medium,Resolved,47.09,24.1,True
1954,2024-02-18 16:23:00,2024-02-21 06:49:24,20240218,670,1,16.0,Installation Support,Low,Resolved,74.12,62.44,True
1955,2025-04-13 11:52:00,2025-04-15 20:22:00,20250413,604,4,45.0,Billing Inquiry,Medium,Resolved,48.33,56.5,False
1956,2024-11-04 06:49:00,2024-11-05 03:35:12,20241104,691,1,133.0,Contract Update,High,Resolved,23.87,20.77,True
1957,2024-12-27 23:40:00,2024-12-28 20:00:24,20241227,594,1,179.0,Contract Update,High,Resolved,26.39,20.34,True
1958,2024-12-18 16:51:00,2024-12-18 20:41:24,20241218,516,2,242.0,Outage Investigation,Critical,Resolved,7.4,3.84,True
1959,2024-03-29 19:26:00,2024-03-31 19:09:12,20240329,565,5,230.0,Installation Support,Low,Resolved,72.77,47.72,True
1960,2024-01-09 10:38:00,2024-01-10 12:42:48,20240109,700,2,213.0,Outage Investigation,Medium,Resolved,45.69,26.08,True
1961,2025-12-03 02:44:00,2025-12-03 08:57:48,20251203,193,2,57.0,Contract Update,Critical,Resolved,8.53,6.23,True
1962,2025-10-20 02:32:00,2025-10-20 03:47:51,20251020,121,1,37.0,Outage Investigation,Medium,Cancelled,47.65,,
1963,2025-07-20 05:46:00,2025-07-20 10:45:18,20250720,581,4,176.0,Outage Investigation,Medium,Cancelled,43.67,,
1964,2024-08-30 14:19:00,2024-08-31 01:09:39,20240830,123,1,89.0,Performance Review,Medium,Cancelled,49.61,,
1965,2024-10-01 08:01:00,2024-10-01 15:44:12,20241001,31,5,149.0,Outage Investigation,Critical,Resolved,7.54,7.72,False
1966,2024-04-12 01:21:00,2024-04-13 15:07:12,20240412,341,1,196.0,Performance Review,Medium,Resolved,52.16,37.77,True
1967,2025-03-19 17:33:00,2025-03-19 20:45:00,20250319,465,2,82.0,Installation Support,Critical,Resolved,7.34,3.2,True
1968,2024-03-02 19:03:00,2024-03-04 08:50:24,20240302,116,3,240.0,Performance Review,Low,Resolved,69.98,37.79,True
1969,2025-10-28 19:01:00,2025-10-29 17:13:00,20251028,17,5,85.0,Preventive Check,High,Resolved,21.72,22.2,False
1970,2024-06-19 04:47:00,2024-06-20 01:55:24,20240619,136,2,67.0,Contract Update,Medium,Resolved,45.8,21.14,True
1971,2025-02-14 23:55:00,2025-02-16 15:25:00,20250214,437,1,142.0,Preventive Check,Medium,Resolved,44.11,39.5,True
1972,2025-03-25 01:43:00,2025-03-26 03:42:24,20250325,180,4,121.0,Installation Support,Medium,Resolved,43.82,25.99,True
1973,2025-08-28 02:44:00,2025-08-28 07:48:12,20250828,83,2,213.0,Emergency Repair,Critical,Resolved,8.1,5.07,True
1974,2025-06-22 09:16:00,2025-06-23 18:56:48,20250622,402,4,173.0,Performance Review,Medium,Resolved,45.6,33.68,True
1975,2025-05-05 10:41:00,,20250505,484,3,100.0,Emergency Repair,High,In Progress,25.95,,
1976,2024-12-06 06:09:00,2024-12-08 10:46:48,20241206,120,4,203.0,Emergency Repair,Low,Resolved,74.9,52.63,True
1977,2024-06-03 20:25:00,2024-06-08 01:17:48,20240603,215,5,180.0,Contract Update,Low,Resolved,74.77,100.88,False
1978,2025-07-11 20:07:00,2025-07-12 19:21:24,20250711,23,2,92.0,Preventive Check,High,Resolved,26.04,23.24,True
1979,2025-08-18 08:05:00,2025-08-20 23:30:12,20250818,685,4,239.0,Preventive Check,Low,Resolved,69.75,63.42,True
1980,2025-09-03 23:38:00,2025-09-04 19:56:36,20250903,102,1,125.0,Performance Review,High,Resolved,25.99,20.31,True
1981,2024-07-24 13:09:00,2024-07-26 05:30:36,20240724,365,5,,Contract Update,Medium,Resolved,51.48,40.36,True
1982,2025-07-15 02:27:00,2025-07-17 02:00:00,20250715,273,4,215.0,Preventive Check,Medium,Resolved,46.33,47.55,False
1983,2024-11-17 18:08:00,2024-11-18 01:23:00,20241117,367,4,11.0,Performance Review,Critical,Resolved,8.36,7.25,True
1984,2025-11-04 23:27:00,2025-11-06 00:10:48,20251104,348,1,153.0,Preventive Check,Medium,Resolved,44.21,24.73,True
1985,2024-09-22 12:51:00,2024-09-23 15:43:12,20240922,742,3,13.0,Outage Investigation,Medium,Resolved,49.48,26.87,True
1986,2025-10-11 09:00:00,2025-10-12 02:18:00,20251011,47,1,16.0,Installation Support,High,Resolved,23.04,17.3,True
1987,2025-11-09 07:18:00,2025-11-10 09:31:12,20251109,698,5,53.0,Outage Investigation,High,Resolved,25.68,26.22,False
1988,2024-10-27 18:53:00,,20241027,23,2,213.0,Emergency Repair,Low,In Progress,69.22,,
1989,2024-02-08 01:53:00,2024-02-09 07:15:48,20240208,216,1,231.0,Contract Update,High,Resolved,25.25,29.38,False
1990,2024-12-31 04:41:00,,20241231,143,1,4.0,Emergency Repair,Medium,In Progress,51.72,,
1991,2024-08-28 03:01:00,2024-08-28 08:01:00,20240828,744,2,172.0,Preventive Check,Critical,Resolved,7.57,5.0,True
1992,2025-12-27 07:48:00,2025-12-28 02:43:48,20251227,602,3,50.0,Installation Support,High,Resolved,24.63,18.93,True
1993,2025-06-22 02:00:00,2025-06-25 01:18:00,20250622,482,2,115.0,Performance Review,Low,Resolved,69.65,71.3,False
1994,2024-09-03 15:13:00,2024-09-04 13:02:48,20240903,635,2,24.0,Billing Inquiry,High,Resolved,23.99,21.83,True
1995,2024-07-04 22:42:00,2024-07-06 08:32:24,20240704,318,2,207.0,Outage Investigation,Medium,Resolved,43.57,33.84,True
1996,2024-12-27 22:47:00,,20241227,298,2,97.0,Contract Update,High,In Progress,25.72,,
1997,2025-07-25 18:06:00,2025-07-27 09:46:48,20250725,355,1,,Billing Inquiry,Low,Resolved,74.81,39.68,True
1998,2024-04-16 00:12:00,,20240416,628,4,,Contract Update,Critical,In Progress,7.97,,
1999,2025-04-06 02:43:00,2025-04-06 08:04:00,20250406,236,1,157.0,Installation Support,Critical,Resolved,7.22,5.35,True
2000,2025-10-13 16:18:00,2025-10-14 20:40:12,20251013,518,4,209.0,Outage Investigation,Medium,Resolved,44.67,28.37,True
2001,2025-01-11 01:32:00,2025-01-11 07:09:58,20250111,402,4,243.0,Emergency Repair,Medium,Cancelled,43.62,,
2002,2024-03-02 08:13:00,2024-03-04 02:38:48,20240302,635,2,,Contract Update,Low,Resolved,72.24,42.43,True
2003,2025-02-23 12:21:00,2025-02-25 01:42:00,20250223,724,4,45.0,Emergency Repair,Medium,Resolved,51.01,37.35,True
2004,2025-08-31 08:33:00,2025-08-31 21:56:24,20250831,430,1,145.0,Installation Support,High,Resolved,22.22,13.39,True
2005,2025-03-25 15:57:00,2025-03-26 01:36:00,20250325,40,1,125.0,Billing Inquiry,Critical,Resolved,8.56,9.65,False
2006,2025-06-14 16:34:00,,20250614,575,1,27.0,Preventive Check,Medium,Open,44.85,,
2007,2024-05-31 04:42:00,2024-05-31 22:08:13,20240531,151,5,76.0,Installation Support,Medium,Cancelled,43.74,,
2008,2025-05-30 06:45:00,2025-05-31 14:19:48,20250530,162,2,31.0,Outage Investigation,Medium,Resolved,45.08,31.58,True
2009,2024-10-07 13:04:00,2024-10-09 03:41:48,20241007,345,2,55.0,Contract Update,Medium,Resolved,45.24,38.63,True
2010,2024-09-23 01:56:00,,20240923,701,5,,Contract Update,Low,In Progress,70.13,,
2011,2024-05-30 22:48:00,2024-05-31 20:36:00,20240530,401,4,209.0,Installation Support,High,Resolved,23.49,21.8,True
2012,2025-06-26 22:11:00,2025-06-27 02:39:48,20250626,391,4,120.0,Contract Update,Critical,Resolved,7.88,4.48,True
2013,2025-08-07 13:28:00,,20250807,738,5,159.0,Installation Support,High,In Progress,22.23,,
2014,2024-12-08 23:18:00,2024-12-09 11:33:36,20241208,266,2,197.0,Billing Inquiry,High,Resolved,23.57,12.26,True
2015,2025-09-18 18:28:00,2025-09-20 04:31:36,20250918,24,3,138.0,Performance Review,Medium,Resolved,43.24,34.06,True
2016,2024-09-10 04:38:00,2024-09-10 21:25:24,20240910,585,2,250.0,Billing Inquiry,High,Resolved,21.71,16.79,True
2017,2024-10-01 06:37:00,2024-10-05 11:16:36,20241001,568,1,65.0,Outage Investigation,Low,Resolved,70.5,100.66,False
2018,2024-10-08 15:54:00,2024-10-10 02:36:00,20241008,13,4,158.0,Outage Investigation,Medium,Resolved,48.36,34.7,True
2019,2024-06-21 10:25:00,2024-06-22 15:27:24,20240621,544,1,,Billing Inquiry,Medium,Resolved,46.44,29.04,True
2020,2024-07-03 20:25:00,2024-07-04 20:40:36,20240703,518,4,150.0,Outage Investigation,High,Resolved,23.21,24.26,False
2021,2025-04-23 12:08:00,2025-04-24 06:33:12,20250423,560,1,246.0,Outage Investigation,High,Resolved,23.66,18.42,True
2022,2025-03-03 01:22:00,2025-03-05 08:59:12,20250303,659,1,218.0,Performance Review,Medium,Resolved,44.97,55.62,False
2023,2025-01-28 15:34:00,2025-01-28 20:14:23,20250128,285,2,238.0,Billing Inquiry,Medium,Cancelled,44.29,,
2024,2025-07-22 15:07:00,2025-07-23 20:05:12,20250722,613,5,51.0,Billing Inquiry,Medium,Resolved,50.8,28.97,True
2025,2024-01-22 15:45:00,2024-01-25 03:43:48,20240122,349,1,63.0,Installation Support,Medium,Resolved,50.81,59.98,False
2026,2024-01-17 10:51:00,2024-01-17 13:45:07,20240117,175,4,163.0,Emergency Repair,Critical,Cancelled,7.33,,
2027,2024-09-28 05:26:00,2024-10-02 14:32:36,20240928,41,1,65.0,Emergency Repair,Low,Resolved,77.28,105.11,False
2028,2024-07-25 20:06:00,2024-07-28 18:07:48,20240725,629,1,201.0,Emergency Repair,Low,Resolved,69.25,70.03,False
2029,2025-11-27 16:03:00,2025-11-28 08:56:59,20251127,46,3,216.0,Preventive Check,High,Resolved,22.99,16.9,True
2030,2025-01-11 23:42:00,2025-01-12 21:09:36,20250111,538,3,36.0,Emergency Repair,High,Resolved,23.65,21.46,True
2031,2025-03-16 01:42:00,2025-03-16 22:50:24,20250316,575,1,65.0,Preventive Check,High,Resolved,22.28,21.14,True
2032,2024-10-09 22:15:00,2024-10-11 18:34:48,20241009,539,1,86.0,Billing Inquiry,Low,Resolved,73.48,44.33,True
2033,2025-02-23 15:29:00,2025-02-26 01:29:00,20250223,347,1,229.0,Preventive Check,Medium,Resolved,51.53,58.0,False
2034,2024-11-04 21:40:00,2024-11-05 21:01:36,20241104,62,3,78.0,Contract Update,High,Resolved,25.12,23.36,True
2035,2025-05-23 16:00:00,2025-05-25 15:25:12,20250523,391,4,11.0,Emergency Repair,Medium,Resolved,49.3,47.42,True
2036,2024-09-15 23:34:00,,20240915,577,1,,Billing Inquiry,Medium,In Progress,48.26,,
2037,2025-09-25 19:48:00,,20250925,677,1,,Billing Inquiry,Low,In Progress,75.83,,
2038,2025-05-21 02:15:00,2025-05-22 10:46:12,20250521,524,3,226.0,Preventive Check,Medium,Resolved,51.97,32.52,True
2039,2024-03-03 20:26:00,2024-03-04 10:20:36,20240303,580,5,33.0,Preventive Check,High,Resolved,23.9,13.91,True
2040,2025-12-10 15:59:00,2025-12-11 19:17:36,20251210,267,1,229.0,Billing Inquiry,High,Resolved,25.29,27.31,False
2041,2025-01-31 07:00:00,2025-02-04 05:29:24,20250131,613,5,159.0,Contract Update,Low,Resolved,70.64,94.49,False
2042,2024-06-14 22:40:00,2024-06-16 17:40:36,20240614,436,3,216.0,Outage Investigation,Medium,Resolved,51.74,43.01,True
2043,2024-12-08 09:27:00,2024-12-10 02:07:12,20241208,673,4,239.0,Performance Review,Medium,Resolved,43.23,40.67,True
2044,2025-02-24 11:36:00,2025-02-25 12:20:24,20250224,56,4,109.0,Contract Update,High,Resolved,25.39,24.74,True
2045,2025-07-23 11:07:00,2025-07-23 17:16:00,20250723,325,3,94.0,Outage Investigation,Critical,Resolved,7.43,6.15,True
2046,2024-02-08 03:46:00,2024-02-09 02:57:24,20240208,123,1,151.0,Contract Update,High,Resolved,25.93,23.19,True
2047,2024-09-01 10:59:00,2024-09-03 02:29:36,20240901,238,1,196.0,Installation Support,Medium,Resolved,47.16,39.51,True
2048,2025-01-24 18:36:00,,20250124,623,1,54.0,Outage Investigation,Medium,In Progress,47.64,,
2049,2025-02-21 06:38:00,,20250221,469,1,224.0,Emergency Repair,Critical,Open,8.54,,
2050,2025-10-20 05:54:00,2025-10-20 20:16:12,20251020,588,1,171.0,Emergency Repair,High,Resolved,22.37,14.37,True
2051,2024-05-16 17:44:00,2024-05-17 03:29:00,20240516,588,1,223.0,Contract Update,Critical,Resolved,8.4,9.75,False
2052,2025-10-26 22:27:00,2025-10-29 03:36:36,20251026,562,1,4.0,Performance Review,Medium,Resolved,44.13,53.16,False
2053,2025-05-06 22:54:00,2025-05-08 12:33:00,20250506,333,1,58.0,Emergency Repair,Medium,Resolved,43.37,37.65,True
2054,2024-09-26 21:03:00,,20240926,115,1,,Contract Update,Critical,Open,8.58,,
2055,2024-08-28 20:48:00,2024-08-31 07:03:00,20240828,311,2,143.0,Emergency Repair,Low,Resolved,66.05,58.25,True
2056,2025-02-11 15:31:00,,20250211,159,3,100.0,Contract Update,High,Open,22.85,,
2057,2025-12-22 03:45:00,2025-12-24 07:55:12,20251222,735,4,170.0,Preventive Check,Medium,Resolved,52.08,52.17,False
2058,2025-05-18 04:18:00,2025-05-20 03:07:48,20250518,665,3,235.0,Outage Investigation,Low,Resolved,67.86,46.83,True
2059,2025-09-30 09:19:00,2025-10-02 02:32:12,20250930,330,4,200.0,Billing Inquiry,Low,Resolved,66.58,41.22,True
2060,2025-04-30 23:45:00,2025-05-01 02:22:28,20250430,28,3,193.0,Performance Review,Medium,Cancelled,47.42,,
2061,2025-08-26 09:37:00,2025-08-28 06:53:12,20250826,299,4,209.0,Billing Inquiry,Low,Resolved,76.47,45.27,True
2062,2024-08-19 20:48:00,2024-08-21 13:44:24,20240819,410,3,22.0,Performance Review,Low,Resolved,68.29,40.94,True
2063,2025-03-21 04:28:00,2025-03-23 08:25:36,20250321,601,4,121.0,Performance Review,Low,Resolved,74.81,51.96,True
2064,2024-02-02 04:26:00,2024-02-02 08:34:23,20240202,111,2,242.0,Outage Investigation,Critical,Resolved,7.42,4.14,True
2065,2025-02-01 15:27:00,2025-02-03 12:34:12,20250201,20,3,23.0,Contract Update,Medium,Resolved,46.04,45.12,True
2066,2025-02-04 02:24:00,2025-02-04 21:03:36,20250204,296,1,126.0,Preventive Check,High,Resolved,24.82,18.66,True
2067,2024-11-25 11:19:00,2024-11-27 11:02:12,20241125,576,1,132.0,Contract Update,Medium,Resolved,44.53,47.72,False
2068,2025-01-03 09:56:00,2025-01-05 01:09:12,20250103,176,4,232.0,Emergency Repair,Low,Resolved,64.9,39.22,True
2069,2024-02-04 17:40:00,2024-02-08 20:59:48,20240204,350,1,88.0,Emergency Repair,Low,Resolved,77.03,99.33,False
2070,2024-12-09 22:56:00,2024-12-11 10:54:47,20241209,454,1,43.0,Outage Investigation,Medium,Resolved,44.85,35.98,True
2071,2024-07-16 13:07:00,,20240716,512,2,90.0,Preventive Check,Medium,Open,46.6,,
2072,2025-05-29 18:24:00,2025-05-30 20:08:24,20250529,559,4,144.0,Preventive Check,High,Resolved,26.19,25.74,True
2073,2024-03-09 00:45:00,2024-03-10 01:31:12,20240309,468,3,78.0,Billing Inquiry,Medium,Resolved,51.57,24.77,True
2074,2025-10-02 14:32:00,2025-10-04 09:50:36,20251002,529,1,154.0,Emergency Repair,Medium,Resolved,44.54,43.31,True
2075,2024-02-26 23:20:00,2024-02-28 20:15:48,20240226,122,3,211.0,Performance Review,Low,Resolved,74.65,44.93,True
2076,2024-07-15 01:21:00,2024-07-15 20:09:36,20240715,333,1,151.0,Outage Investigation,High,Resolved,25.28,18.81,True
2077,2025-07-07 21:51:00,2025-07-09 04:16:48,20250707,325,3,50.0,Performance Review,Medium,Resolved,43.48,30.43,True
2078,2024-11-07 17:19:00,2024-11-09 19:25:00,20241107,287,5,34.0,Preventive Check,Medium,Resolved,45.23,50.1,False
2079,2024-11-03 04:47:00,2024-11-05 05:51:12,20241103,100,4,68.0,Billing Inquiry,Medium,Resolved,48.06,49.07,False
2080,2025-12-06 13:03:00,2025-12-07 01:01:12,20251206,717,4,46.0,Performance Review,High,Resolved,26.09,11.97,True
2081,2024-03-06 21:54:00,2024-03-06 23:56:45,20240306,725,1,93.0,Preventive Check,Critical,Cancelled,7.52,,
2082,2024-04-07 12:13:00,,20240407,188,4,178.0,Performance Review,Low,In Progress,74.73,,
2083,2025-10-20 22:18:00,2025-10-22 01:50:24,20251020,239,3,233.0,Performance Review,Medium,Resolved,45.29,27.54,True
2084,2025-07-28 06:15:00,2025-07-28 13:42:00,20250728,405,3,22.0,Outage Investigation,Critical,Resolved,7.7,7.45,True
2085,2024-03-02 23:55:00,2024-03-03 08:25:36,20240302,216,1,,Billing Inquiry,Critical,Resolved,7.78,8.51,False
2086,2024-05-10 18:24:00,2024-05-12 11:22:12,20240510,17,5,180.0,Preventive Check,Medium,Resolved,45.18,40.97,True
2087,2025-09-24 03:34:00,2025-09-24 08:32:12,20250924,474,1,248.0,Preventive Check,Critical,Resolved,7.59,4.97,True
