maintenance_id,date_id,asset_id,region_id,maintenance_type,downtime_hours,maintenance_cost,failure_detected,technician_team
713,20250329,35,2,Corrective,9.9,4276.6,False,Delta Upgrade Crew
714,20240622,78,3,Preventive,2.58,3096.79,False,Island Logistics Team
715,20250708,144,4,Corrective,20.78,11539.77,False,Delta Upgrade Crew
716,20250725,140,2,Inspection,2.89,976.88,False,Alpha Field Team
717,20240812,29,5,Preventive,5.86,2847.84,False,Central Response Team
718,20240316,160,1,Corrective,19.08,7992.26,True,Central Response Team
719,20250424,192,1,Corrective,37.04,11406.2,True,Alpha Field Team
720,20250830,226,3,Preventive,3.27,2402.99,False,Delta Upgrade Crew
721,20240227,111,1,Preventive,4.72,4351.49,False,Alpha Field Team
722,20240926,81,5,Upgrade,7.21,24670.25,False,Bravo Reliability Team
723,20240610,199,1,Upgrade,17.17,18453.78,False,Delta Upgrade Crew
724,20251014,7,5,Inspection,3.13,1398.66,False,Island Logistics Team
725,20240320,37,1,Corrective,48.82,22763.78,True,Island Logistics Team
726,20240808,123,3,Preventive,3.72,1640.91,False,Central Response Team
727,20241009,224,1,Corrective,14.84,11850.29,False,Central Response Team
728,20240704,165,3,Corrective,12.69,16160.53,False,Island Logistics Team
729,20241114,102,3,Inspection,1.96,1505.94,False,Island Logistics Team
730,20250912,129,3,Corrective,27.91,6221.47,False,Alpha Field Team
731,20240416,126,1,Inspection,1.02,988.98,False,Delta Upgrade Crew
732,20250221,141,4,Inspection,1.76,883.66,False,Alpha Field Team
733,20251021,192,1,Preventive,5.85,4712.22,False,Island Logistics Team
734,20250320,55,2,Inspection,0.54,611.56,False,Island Logistics Team
735,20240823,52,2,Preventive,4.88,1053.4,False,Central Response Team
736,20240718,37,1,Inspection,4.26,2699.87,False,Delta Upgrade Crew
737,20241211,125,1,Corrective,22.22,21227.42,True,Alpha Field Team
738,20240921,238,2,Upgrade,18.61,16699.64,False,Bravo Reliability Team
739,20241210,88,1,Corrective,17.36,8943.06,True,Delta Upgrade Crew
740,20240320,100,3,Inspection,0.82,1691.88,False,Central Response Team
741,20240729,200,4,Inspection,1.74,472.53,False,Bravo Reliability Team
742,20240827,76,5,Corrective,11.24,7684.01,False,Bravo Reliability Team
743,20241106,167,3,Inspection,2.38,1488.94,False,Central Response Team
744,20241126,192,1,Preventive,5.67,3515.78,False,Delta Upgrade Crew
745,20240927,34,5,Inspection,1.36,1588.59,False,Bravo Reliability Team
746,20250619,151,1,Inspection,4.12,1789.21,False,Delta Upgrade Crew
747,20240528,39,1,Upgrade,21.08,15891.29,False,Central Response Team
748,20251119,66,5,Preventive,1.87,1333.7,False,Delta Upgrade Crew
749,20240912,155,5,Upgrade,17.72,18890.6,False,Alpha Field Team
750,20240604,234,5,Preventive,6.96,3965.87,False,Alpha Field Team
751,20240215,49,3,Preventive,6.97,1963.63,False,Delta Upgrade Crew
752,20250902,72,4,Corrective,29.84,4376.49,False,Delta Upgrade Crew
753,20241101,152,4,Corrective,13.62,5892.02,True,Central Response Team
754,20240103,58,1,Preventive,7.02,2844.29,False,Central Response Team
755,20251230,240,3,Corrective,18.37,14487.43,True,Bravo Reliability Team
756,20240104,167,3,Corrective,20.72,12224.38,False,Bravo Reliability Team
757,20250912,219,3,Preventive,4.88,3404.4,False,Bravo Reliability Team
758,20240719,225,3,Upgrade,5.96,7528.55,False,Island Logistics Team
759,20250311,138,3,Preventive,7.26,2281.62,False,Central Response Team
760,20250517,224,1,Corrective,11.83,14051.14,True,Central Response Team
761,20241029,207,2,Preventive,1.27,989.29,False,Alpha Field Team
762,20250611,197,2,Inspection,2.63,1164.64,False,Delta Upgrade Crew
763,20240827,79,1,Upgrade,14.45,16223.23,False,Delta Upgrade Crew
764,20240831,222,5,Preventive,2.45,2431.23,False,Delta Upgrade Crew
765,20250309,14,3,Inspection,0.72,1152.72,False,Central Response Team
766,20251014,133,1,Preventive,8.36,1938.58,False,Island Logistics Team
767,20240417,30,4,Corrective,34.2,7485.6,True,Bravo Reliability Team
768,20240809,39,1,Corrective,42.17,15872.36,False,Alpha Field Team
769,20250214,150,4,Upgrade,12.59,6326.25,False,Central Response Team
770,20250331,32,1,Corrective,30.24,17072.15,True,Delta Upgrade Crew
771,20241024,27,1,Corrective,40.07,12983.05,True,Bravo Reliability Team
772,20250208,186,1,Inspection,2.56,2381.62,False,Alpha Field Team
773,20240916,241,2,Preventive,4.56,2908.54,False,Bravo Reliability Team
774,20240103,238,2,Preventive,5.13,1110.9,False,Bravo Reliability Team
775,20250613,173,4,Preventive,6.32,1634.81,False,Central Response Team
776,20250131,160,1,Preventive,1.81,2351.28,False,Central Response Team
777,20250908,106,1,Corrective,32.82,5733.96,True,Bravo Reliability Team
778,20251129,52,2,Preventive,4.52,986.07,False,Delta Upgrade Crew
779,20240412,81,5,Inspection,4.08,1057.91,False,Alpha Field Team
780,20241009,103,3,Corrective,12.76,6443.27,True,Island Logistics Team
781,20240627,80,4,Preventive,5.25,2783.21,False,Alpha Field Team
782,20250414,199,1,Inspection,1.45,1520.23,False,Alpha Field Team
783,20251216,202,3,Preventive,4.86,1161.01,False,Bravo Reliability Team
784,20251123,64,1,Upgrade,19.24,6723.45,False,Delta Upgrade Crew
785,20240623,30,4,Upgrade,17.24,11058.25,False,Island Logistics Team
786,20240101,104,3,Corrective,10.75,8863.98,False,Island Logistics Team
787,20250114,187,5,Upgrade,20.01,8939.31,False,Island Logistics Team
788,20250522,199,1,Corrective,18.35,12093.21,False,Central Response Team
789,20240715,173,4,Corrective,34.05,7328.52,True,Bravo Reliability Team
790,20250601,75,1,Upgrade,13.21,29296.47,False,Island Logistics Team
791,20240625,1,4,Inspection,3.24,877.91,False,Central Response Team
792,20250304,54,1,Corrective,20.1,17137.04,True,Bravo Reliability Team
793,20250817,171,1,Preventive,7.74,4862.91,False,Island Logistics Team
794,20250813,6,1,Preventive,3.06,4999.02,False,Central Response Team
795,20241004,7,5,Inspection,2.12,1323.68,False,Alpha Field Team
796,20250609,199,1,Corrective,7.19,16437.34,False,Delta Upgrade Crew
797,20240512,107,2,Preventive,5.5,3488.31,False,Central Response Team
798,20250811,243,4,Upgrade,18.71,17860.24,False,Delta Upgrade Crew
799,20240915,25,2,Corrective,25.29,7707.67,True,Island Logistics Team
800,20251019,160,1,Inspection,1.33,2205.65,False,Island Logistics Team
801,20240728,26,2,Preventive,4.2,3489.68,False,Alpha Field Team
802,20241224,80,4,Upgrade,14.81,17043.34,False,Delta Upgrade Crew
803,20240724,67,2,Corrective,16.69,2769.28,False,Delta Upgrade Crew
804,20250327,216,3,Upgrade,15.22,9235.11,False,Alpha Field Team
805,20250818,226,3,Corrective,12.67,4996.4,False,Bravo Reliability Team
806,20240725,190,3,Corrective,10.99,8946.73,True,Delta Upgrade Crew
807,20240303,142,1,Corrective,35.67,14752.81,False,Central Response Team
808,20250527,134,3,Corrective,10.68,14136.85,True,Alpha Field Team
809,20251117,180,5,Corrective,18.87,13232.69,True,Delta Upgrade Crew
810,20240906,113,1,Inspection,1.07,1243.69,False,Delta Upgrade Crew
811,20251105,88,1,Corrective,26.55,17599.12,True,Island Logistics Team
812,20250624,161,4,Upgrade,17.15,6928.31,False,Bravo Reliability Team
813,20240601,66,5,Upgrade,5.98,9419.0,False,Delta Upgrade Crew
814,20250806,117,5,Corrective,25.72,8647.49,False,Delta Upgrade Crew
815,20241222,191,1,Corrective,24.52,5732.7,True,Alpha Field Team
816,20240121,108,2,Corrective,16.14,3648.26,True,Delta Upgrade Crew
817,20251025,215,4,Inspection,0.54,1464.53,False,Island Logistics Team
818,20240124,77,1,Corrective,41.37,9520.27,True,Alpha Field Team
819,20240222,174,5,Upgrade,15.09,7801.32,False,Island Logistics Team
820,20251229,200,4,Preventive,6.07,2434.69,False,Central Response Team
821,20251021,7,5,Inspection,1.8,833.96,False,Bravo Reliability Team
822,20250206,50,3,Upgrade,6.79,7272.39,False,Bravo Reliability Team
823,20250409,121,4,Corrective,26.79,6233.27,False,Alpha Field Team
824,20240303,151,1,Inspection,3.75,2487.98,False,Delta Upgrade Crew
825,20250702,171,1,Corrective,36.49,8412.16,False,Alpha Field Team
826,20251124,70,4,Preventive,6.25,2623.38,False,Bravo Reliability Team
827,20250111,139,4,Corrective,18.6,3036.46,False,Alpha Field Team
828,20240601,177,1,Corrective,30.31,13990.78,True,Central Response Team
829,20240906,247,4,Upgrade,16.74,5321.59,False,Central Response Team
830,20250905,29,5,Upgrade,5.85,8539.14,False,Bravo Reliability Team
831,20241014,203,4,Preventive,6.26,1395.7,False,Alpha Field Team
832,20250812,222,5,Upgrade,13.35,24116.35,False,Island Logistics Team
833,20240927,20,1,Inspection,1.32,2632.57,False,Central Response Team
834,20240814,181,1,Inspection,1.0,1273.71,False,Central Response Team
835,20250901,107,2,Preventive,5.64,2744.2,False,Central Response Team
836,20250709,118,1,Upgrade,21.23,25494.35,False,Central Response Team
837,20240314,103,3,Corrective,12.29,10682.89,False,Bravo Reliability Team
838,20240310,152,4,Upgrade,4.97,12423.53,False,Delta Upgrade Crew
839,20250427,81,5,Preventive,6.49,5570.2,False,Island Logistics Team
840,20240720,178,4,Corrective,15.6,9689.0,False,Alpha Field Team
841,20241107,105,3,Corrective,19.66,11447.12,True,Alpha Field Team
842,20240808,87,2,Upgrade,10.1,15721.02,False,Central Response Team
843,20250329,211,3,Upgrade,9.29,15321.29,False,Bravo Reliability Team
844,20251017,204,2,Corrective,14.49,5347.69,True,Island Logistics Team
845,20250117,132,1,Corrective,20.02,13288.69,True,Bravo Reliability Team
846,20240402,32,1,Preventive,1.74,4519.4,False,Island Logistics Team
847,20241028,121,4,Corrective,13.6,9287.6,True,Delta Upgrade Crew
848,20240724,181,1,Preventive,5.97,5904.83,False,Island Logistics Team
849,20250314,37,1,Preventive,4.77,3687.88,False,Island Logistics Team
850,20240605,128,4,Inspection,2.47,1256.52,False,Island Logistics Team
851,20240529,237,1,Corrective,23.36,16920.15,False,Delta Upgrade Crew
852,20250611,247,4,Preventive,5.55,1835.06,False,Central Response Team
853,20240307,30,4,Preventive,3.02,3083.26,False,Island Logistics Team
854,20250430,41,1,Inspection,2.91,748.74,False,Alpha Field Team
855,20250912,201,1,Upgrade,20.92,18492.8,False,Island Logistics Team
856,20240907,232,4,Corrective,13.41,9957.07,True,Alpha Field Team
857,20240203,53,5,Corrective,31.48,17921.92,True,Island Logistics Team
858,20250110,14,3,Inspection,1.03,608.33,False,Alpha Field Team
859,20250810,194,1,Upgrade,4.81,14039.68,False,Delta Upgrade Crew
860,20251008,73,5,Corrective,18.45,9580.6,True,Alpha Field Team
861,20251230,156,4,Preventive,7.82,2166.72,False,Island Logistics Team
862,20240919,157,1,Inspection,2.87,660.85,False,Bravo Reliability Team
863,20250309,136,4,Preventive,2.16,1714.78,False,Alpha Field Team
864,20250814,104,3,Corrective,20.8,6037.65,True,Bravo Reliability Team
865,20250629,196,1,Inspection,3.16,1600.3,False,Bravo Reliability Team
866,20251220,128,4,Inspection,2.23,1772.79,False,Bravo Reliability Team
867,20240109,129,3,Upgrade,10.97,15198.39,False,Delta Upgrade Crew
868,20241026,239,4,Preventive,5.1,2991.92,False,Alpha Field Team
869,20251126,49,3,Inspection,0.82,1124.11,False,Delta Upgrade Crew
870,20241206,135,1,Preventive,4.04,1894.37,False,Bravo Reliability Team
871,20251228,56,2,Inspection,2.44,1528.92,False,Central Response Team
872,20240316,163,4,Corrective,26.54,11252.57,True,Delta Upgrade Crew
873,20240625,20,1,Corrective,36.05,10616.48,True,Bravo Reliability Team
874,20241230,132,1,Corrective,24.7,16997.56,False,Central Response Team
875,20250712,37,1,Upgrade,17.84,23644.37,False,Delta Upgrade Crew
876,20240129,215,4,Preventive,2.33,919.35,False,Central Response Team
877,20250901,108,2,Corrective,14.98,6573.89,False,Alpha Field Team
878,20250613,228,2,Corrective,17.28,11428.7,True,Island Logistics Team
879,20250110,40,3,Upgrade,13.62,17409.9,False,Delta Upgrade Crew
880,20240111,163,4,Corrective,25.34,7103.85,False,Bravo Reliability Team
881,20250328,101,4,Preventive,5.99,1385.99,False,Alpha Field Team
882,20250130,156,4,Inspection,3.24,1719.68,False,Alpha Field Team
883,20250130,218,1,Corrective,9.36,11255.93,True,Delta Upgrade Crew
884,20240211,16,1,Corrective,12.19,9612.72,True,Alpha Field Team
885,20240408,196,1,Corrective,15.92,22496.44,True,Alpha Field Team
886,20240407,133,1,Upgrade,27.05,12925.15,False,Central Response Team
887,20241013,191,1,Inspection,0.92,1477.21,False,Delta Upgrade Crew
888,20250622,249,5,Upgrade,23.03,22232.73,False,Central Response Team
889,20240826,196,1,Corrective,31.87,19573.41,False,Bravo Reliability Team
890,20241006,46,4,Upgrade,15.93,14159.85,False,Alpha Field Team
891,20251201,229,1,Inspection,3.27,650.99,False,Island Logistics Team
892,20250710,223,1,Preventive,9.69,6303.69,False,Alpha Field Team
893,20250808,15,3,Corrective,19.15,6361.37,True,Alpha Field Team
894,20240716,237,1,Inspection,3.26,1938.34,False,Delta Upgrade Crew
895,20251113,118,1,Corrective,14.54,6001.45,True,Bravo Reliability Team
896,20250501,155,5,Preventive,1.71,3848.61,False,Delta Upgrade Crew
897,20250407,12,2,Corrective,27.96,11610.13,True,Alpha Field Team
898,20240413,174,5,Upgrade,4.25,9016.32,False,Central Response Team
899,20241123,51,5,Inspection,1.91,1448.84,False,Bravo Reliability Team
900,20240801,82,2,Preventive,2.38,1923.54,False,Delta Upgrade Crew
901,20250910,206,3,Preventive,5.09,3268.22,False,Delta Upgrade Crew
902,20250111,24,2,Upgrade,15.13,19205.79,False,Bravo Reliability Team
903,20240531,163,4,Upgrade,17.04,13289.43,False,Alpha Field Team
904,20250619,196,1,Corrective,8.89,9276.67,False,Bravo Reliability Team
905,20240714,237,1,Corrective,15.22,8130.35,True,Alpha Field Team
906,20250426,148,3,Preventive,6.96,4057.58,False,Bravo Reliability Team
907,20240422,31,2,Upgrade,17.36,20173.73,False,Delta Upgrade Crew
908,20250302,158,4,Corrective,26.52,4546.23,True,Bravo Reliability Team
909,20250301,65,1,Corrective,43.24,12382.84,True,Central Response Team
910,20250206,82,2,Upgrade,11.76,19623.82,False,Central Response Team
911,20240823,62,4,Corrective,9.32,11845.88,False,Delta Upgrade Crew
912,20250930,193,3,Inspection,1.28,544.91,False,Delta Upgrade Crew
913,20240706,79,1,Corrective,23.8,20997.7,True,Delta Upgrade Crew
914,20250909,129,3,Preventive,5.55,1733.75,False,Island Logistics Team
915,20250813,80,4,Preventive,2.64,3015.05,False,Central Response Team
916,20241207,82,2,Preventive,4.77,2821.25,False,Bravo Reliability Team
917,20251121,194,1,Inspection,1.73,1871.55,False,Alpha Field Team
918,20240903,15,3,Upgrade,6.44,12243.58,False,Delta Upgrade Crew
919,20250827,49,3,Upgrade,11.81,10491.54,False,Central Response Team
920,20241014,115,2,Upgrade,15.59,7927.91,False,Island Logistics Team
921,20250626,127,3,Upgrade,22.46,8884.62,False,Central Response Team
922,20240717,211,3,Corrective,19.87,4209.74,True,Delta Upgrade Crew
923,20241116,156,4,Preventive,5.45,1081.03,False,Alpha Field Team
924,20240416,68,4,Corrective,24.16,8997.17,True,Alpha Field Team
925,20251128,52,2,Preventive,4.08,2372.17,False,Central Response Team
926,20250701,106,1,Inspection,3.54,2519.59,False,Alpha Field Team
927,20250223,12,2,Inspection,3.09,436.46,False,Alpha Field Team
928,20251021,211,3,Inspection,2.84,1379.04,False,Bravo Reliability Team
929,20241028,233,3,Inspection,0.51,605.59,False,Central Response Team
930,20240204,141,4,Inspection,3.37,1277.1,False,Alpha Field Team
931,20250619,43,1,Preventive,4.51,3314.53,False,Delta Upgrade Crew
932,20240624,175,5,Inspection,1.44,528.08,False,Alpha Field Team
933,20250806,68,4,Upgrade,5.63,7730.63,False,Central Response Team
934,20250402,36,3,Corrective,23.11,7307.93,False,Delta Upgrade Crew
935,20250506,140,2,Corrective,10.86,9339.13,True,Delta Upgrade Crew
936,20250701,180,5,Inspection,1.74,1116.76,False,Island Logistics Team
937,20250405,28,3,Corrective,20.33,10464.81,True,Delta Upgrade Crew
938,20240910,67,2,Corrective,19.89,6975.58,True,Island Logistics Team
939,20250227,220,1,Corrective,43.73,18168.75,True,Delta Upgrade Crew
940,20250127,237,1,Preventive,4.7,2766.05,False,Bravo Reliability Team
941,20240308,34,5,Corrective,10.19,12246.43,True,Delta Upgrade Crew
942,20251004,153,1,Corrective,13.51,11405.39,True,Central Response Team
943,20250908,212,2,Preventive,4.14,2246.5,False,Alpha Field Team
944,20250917,141,4,Preventive,5.85,3813.1,False,Alpha Field Team
945,20241023,119,1,Corrective,12.82,6642.58,True,Central Response Team
946,20240126,63,1,Corrective,46.71,6159.81,True,Delta Upgrade Crew
947,20240528,243,4,Inspection,3.04,566.92,False,Delta Upgrade Crew
948,20251231,49,3,Preventive,6.86,2789.27,False,Central Response Team
949,20240201,83,2,Corrective,22.94,10908.56,False,Alpha Field Team
950,20240714,88,1,Corrective,16.12,14325.67,True,Central Response Team
951,20250918,99,3,Preventive,5.54,3309.5,False,Island Logistics Team
952,20241108,151,1,Corrective,42.12,20604.75,True,Island Logistics Team
953,20250106,88,1,Inspection,3.12,2467.38,False,Bravo Reliability Team
954,20250201,210,1,Inspection,4.44,1784.86,False,Bravo Reliability Team
955,20240105,90,2,Inspection,0.88,1407.82,False,Central Response Team
956,20241130,20,1,Inspection,4.5,1704.58,False,Delta Upgrade Crew
957,20241204,42,2,Upgrade,9.99,8398.16,False,Bravo Reliability Team
958,20251122,102,3,Inspection,1.11,1948.16,False,Alpha Field Team
959,20240621,83,2,Corrective,22.43,6315.29,True,Bravo Reliability Team
960,20250227,17,3,Corrective,11.89,7025.08,True,Alpha Field Team
961,20240925,219,3,Preventive,2.42,3368.31,False,Island Logistics Team
962,20250227,107,2,Inspection,0.9,1458.53,False,Central Response Team
963,20241205,107,2,Upgrade,9.91,10370.37,False,Central Response Team
964,20250912,224,1,Corrective,19.02,6134.42,True,Alpha Field Team
965,20241218,115,2,Corrective,14.45,6537.17,False,Central Response Team
966,20240307,118,1,Corrective,33.95,7046.77,True,Island Logistics Team
967,20250402,2,1,Corrective,20.3,22230.29,False,Alpha Field Team
968,20250317,24,2,Preventive,5.95,1862.47,False,Central Response Team
969,20251213,200,4,Inspection,0.89,470.97,False,Alpha Field Team
970,20251125,192,1,Corrective,48.66,14665.79,True,Island Logistics Team
971,20240214,187,5,Inspection,1.97,1408.92,False,Island Logistics Team
972,20240624,232,4,Corrective,15.25,6177.52,False,Island Logistics Team
973,20240821,58,1,Corrective,28.22,6406.74,True,Bravo Reliability Team
974,20250828,134,3,Corrective,26.63,6942.77,False,Delta Upgrade Crew
975,20240606,152,4,Corrective,23.05,7904.87,False,Delta Upgrade Crew
976,20250814,66,5,Upgrade,20.85,13752.91,False,Island Logistics Team
977,20240209,189,5,Inspection,1.2,767.52,False,Alpha Field Team
978,20240726,21,3,Inspection,1.65,1109.29,False,Delta Upgrade Crew
979,20241010,228,2,Corrective,28.23,5073.26,True,Delta Upgrade Crew
980,20241019,136,4,Upgrade,21.32,16811.64,False,Delta Upgrade Crew
981,20251117,69,4,Upgrade,4.21,11191.47,False,Island Logistics Team
982,20240309,141,4,Preventive,6.87,2957.93,False,Island Logistics Team
983,20250907,5,1,Preventive,3.53,4961.2,False,Delta Upgrade Crew
984,20241016,181,1,Preventive,6.26,6207.97,False,Island Logistics Team
985,20240821,110,2,Corrective,24.8,11131.78,True,Central Response Team
986,20251009,92,2,Inspection,1.45,1149.97,False,Central Response Team
987,20250118,96,5,Inspection,1.2,1370.24,False,Island Logistics Team
988,20250613,170,4,Corrective,17.7,11505.7,True,Bravo Reliability Team
989,20250425,126,1,Corrective,53.26,8555.63,True,Bravo Reliability Team
990,20240508,248,1,Corrective,30.15,11317.52,True,Island Logistics Team
991,20240914,217,2,Inspection,1.31,1147.58,False,Delta Upgrade Crew
992,20241019,184,5,Upgrade,20.71,19541.34,False,Delta Upgrade Crew
993,20251118,232,4,Upgrade,10.77,8411.75,False,Island Logistics Team
994,20250105,159,5,Preventive,4.36,5149.46,False,Bravo Reliability Team
995,20251030,102,3,Preventive,1.8,2165.49,False,Island Logistics Team
996,20240916,230,5,Preventive,2.28,2165.44,False,Alpha Field Team
997,20251205,95,2,Preventive,4.38,2052.69,False,Delta Upgrade Crew
998,20240111,21,3,Corrective,25.71,8159.14,False,Alpha Field Team
999,20250518,118,1,Corrective,32.46,10069.12,True,Island Logistics Team
1000,20240530,77,1,Corrective,33.6,10801.73,True,Bravo Reliability Team
1001,20240706,109,4,Preventive,5.65,2301.78,False,Alpha Field Team
1002,20250609,67,2,Preventive,2.09,2000.23,False,Island Logistics Team
1003,20250414,121,4,Corrective,28.88,12330.17,False,Bravo Reliability Team
1004,20240404,125,1,Inspection,1.93,1319.61,False,Bravo Reliability Team
1005,20241005,11,4,Inspection,1.85,1668.92,False,Delta Upgrade Crew
1006,20240915,102,3,Corrective,9.21,7186.85,True,Delta Upgrade Crew
1007,20240501,201,1,Corrective,15.42,15095.11,True,Central Response Team
1008,20240824,193,3,Corrective,9.2,5207.79,True,Alpha Field Team
1009,20250410,148,3,Preventive,4.09,2726.22,False,Alpha Field Team
1010,20241106,135,1,Inspection,3.0,1613.29,False,Bravo Reliability Team
1011,20240702,238,2,Preventive,5.37,1566.0,False,Central Response Team
1012,20241215,226,3,Corrective,7.0,6230.5,False,Delta Upgrade Crew
1013,20240501,200,4,Inspection,0.57,1121.88,False,Alpha Field Team
1014,20251101,172,2,Preventive,4.73,2645.0,False,Central Response Team
1015,20250807,147,1,Inspection,3.56,989.3,False,Island Logistics Team
1016,20250214,16,1,Corrective,24.18,19022.22,True,Delta Upgrade Crew
1017,20240819,77,1,Inspection,1.87,1375.03,False,Island Logistics Team
1018,20240304,105,3,Corrective,20.35,9575.22,False,Delta Upgrade Crew
1019,20240730,92,2,Corrective,13.24,4689.37,False,Island Logistics Team
1020,20240109,82,2,Inspection,2.91,1475.88,False,Delta Upgrade Crew
1021,20250823,166,1,Inspection,3.71,911.65,False,Delta Upgrade Crew
1022,20250709,242,2,Inspection,0.59,774.16,False,Bravo Reliability Team
1023,20250602,158,4,Preventive,6.14,1737.27,False,Bravo Reliability Team
1024,20250501,179,1,Inspection,4.17,1600.99,False,Delta Upgrade Crew
1025,20250614,84,2,Preventive,3.79,1497.94,False,Bravo Reliability Team
1026,20250619,2,1,Corrective,23.01,18536.03,True,Central Response Team
1027,20241021,127,3,Inspection,1.71,2361.46,False,Alpha Field Team
1028,20240804,11,4,Preventive,2.05,1826.61,False,Bravo Reliability Team
1029,20250413,37,1,Corrective,15.9,19491.03,False,Central Response Team
1030,20251116,171,1,Corrective,21.56,20433.42,False,Alpha Field Team
1031,20240323,147,1,Corrective,16.49,16335.54,True,Delta Upgrade Crew
1032,20251006,198,2,Inspection,0.78,1011.7,False,Bravo Reliability Team
1033,20240618,224,1,Preventive,2.56,2060.93,False,Bravo Reliability Team
1034,20240220,131,5,Corrective,24.43,13615.07,True,Island Logistics Team
1035,20251221,166,1,Corrective,8.34,12053.47,False,Central Response Team
1036,20240113,226,3,Preventive,1.59,1663.64,False,Central Response Team
1037,20240330,201,1,Corrective,22.96,9193.28,True,Bravo Reliability Team
1038,20250203,223,1,Inspection,0.99,1921.18,False,Alpha Field Team
1039,20240419,40,3,Upgrade,5.34,13716.62,False,Island Logistics Team
1040,20250429,28,3,Upgrade,6.03,14491.88,False,Alpha Field Team
1041,20240914,112,2,Upgrade,6.17,12385.96,False,Alpha Field Team
1042,20251103,26,2,Inspection,1.11,1480.61,False,Central Response Team
1043,20251126,132,1,Corrective,27.36,11262.58,False,Bravo Reliability Team
1044,20240416,4,1,Corrective,17.67,18062.53,True,Island Logistics Team
1045,20240120,123,3,Upgrade,22.98,12192.57,False,Alpha Field Team
1046,20240602,38,3,Corrective,28.2,12839.07,True,Alpha Field Team
1047,20251112,143,2,Upgrade,12.46,11109.32,False,Central Response Team
1048,20240521,147,1,Corrective,38.22,8084.26,True,Central Response Team
1049,20240408,14,3,Corrective,17.9,13946.8,False,Bravo Reliability Team
1050,20240314,116,4,Inspection,2.34,1754.38,False,Alpha Field Team
1051,20250527,231,1,Inspection,1.39,1941.83,False,Central Response Team
1052,20250611,20,1,Corrective,29.73,11320.63,True,Delta Upgrade Crew
1053,20250318,145,1,Corrective,13.28,23393.1,True,Island Logistics Team
1054,20251019,146,3,Inspection,2.23,555.29,False,Central Response Team
1055,20250802,21,3,Corrective,29.1,4240.42,False,Island Logistics Team
1056,20240301,49,3,Preventive,2.81,2348.55,False,Delta Upgrade Crew
1057,20240611,192,1,Inspection,1.74,1196.94,False,Island Logistics Team
1058,20241013,170,4,Preventive,4.86,3854.36,False,Central Response Team
1059,20250814,3,2,Inspection,0.73,1378.37,False,Central Response Team
1060,20250203,42,2,Corrective,6.91,10268.29,True,Central Response Team
1061,20241115,145,1,Preventive,2.27,3571.67,False,Delta Upgrade Crew
1062,20250121,202,3,Corrective,16.06,13286.58,False,Central Response Team
1063,20250709,192,1,Upgrade,8.01,11588.98,False,Delta Upgrade Crew
1064,20241226,76,5,Preventive,3.48,2812.36,False,Alpha Field Team
1065,20240904,4,1,Inspection,3.46,1228.9,False,Delta Upgrade Crew
1066,20250307,140,2,Preventive,4.59,2668.66,False,Central Response Team
1067,20240409,40,3,Corrective,17.81,6772.92,False,Island Logistics Team
1068,20241208,93,1,Inspection,4.11,2823.91,False,Alpha Field Team
1069,20240928,2,1,Corrective,27.49,11047.33,True,Central Response Team
1070,20250313,75,1,Corrective,11.83,13940.55,False,Bravo Reliability Team
1071,20240117,13,3,Corrective,9.5,13502.65,False,Delta Upgrade Crew
1072,20240921,121,4,Preventive,1.91,2079.34,False,Alpha Field Team
1073,20251208,32,1,Inspection,1.26,1817.92,False,Delta Upgrade Crew
1074,20240701,217,2,Upgrade,16.65,15247.52,False,Delta Upgrade Crew
1075,20250202,213,2,Preventive,1.54,2070.39,False,Alpha Field Team
1076,20250802,125,1,Corrective,13.67,12301.79,False,Delta Upgrade Crew
1077,20240205,180,5,Corrective,19.75,9035.57,True,Central Response Team
1078,20240528,220,1,Inspection,3.45,1495.54,False,Island Logistics Team
1079,20240417,120,4,Preventive,5.25,2677.16,False,Alpha Field Team
1080,20250729,204,2,Preventive,5.63,2526.84,False,Delta Upgrade Crew
1081,20250325,245,1,Corrective,24.27,6348.75,True,Delta Upgrade Crew
1082,20240317,190,3,Corrective,5.75,7902.5,False,Delta Upgrade Crew
1083,20250426,193,3,Inspection,2.34,810.86,False,Bravo Reliability Team
1084,20241012,2,1,Corrective,21.28,12990.94,True,Island Logistics Team
1085,20240612,110,2,Corrective,7.44,2942.79,True,Central Response Team
1086,20250130,115,2,Corrective,10.87,5706.55,False,Island Logistics Team
1087,20241117,148,3,Preventive,2.83,2924.7,False,Island Logistics Team
1088,20250922,245,1,Corrective,35.32,18567.96,True,Alpha Field Team
1089,20240120,126,1,Preventive,6.92,4182.14,False,Alpha Field Team
1090,20251029,54,1,Upgrade,12.44,25966.34,False,Island Logistics Team
1091,20250620,184,5,Inspection,3.14,547.61,False,Bravo Reliability Team
1092,20250815,10,3,Inspection,0.44,1100.5,False,Island Logistics Team
1093,20241123,152,4,Preventive,1.71,3257.7,False,Delta Upgrade Crew
1094,20250706,109,4,Corrective,29.3,8682.05,True,Island Logistics Team
1095,20240117,165,3,Corrective,19.14,11017.68,True,Island Logistics Team
1096,20240306,106,1,Inspection,2.79,945.37,False,Island Logistics Team
1097,20240917,200,4,Preventive,3.63,1767.88,False,Island Logistics Team
1098,20250925,229,1,Upgrade,21.08,30885.19,False,Central Response Team
1099,20251104,9,1,Upgrade,7.69,10489.3,False,Alpha Field Team
