finance_id,date_id,region_id,department_id,revenue,operating_cost,maintenance_cost,budgeted_cost,profit
397,20241001,5,5,130191.61,85708.63,30689.35,94920.85,13793.63
398,20241001,5,6,47517.67,29846.21,4260.05,30363.32,13411.41
399,20241001,5,7,94941.86,59005.5,11917.36,62001.85,24019.0
400,20241001,5,8,76120.85,51930.33,7576.68,56374.44,16613.84
401,20241101,1,1,255015.22,142882.68,8539.11,150448.33,103593.43
402,20241101,1,2,300399.07,175643.99,15035.72,181591.57,109719.36
403,20241101,1,3,1559586.44,1000353.81,18362.27,998725.97,540870.36
404,20241101,1,4,1334436.46,893820.7,72317.39,931203.4,368298.37
405,20241101,1,5,989655.12,643190.52,101544.16,677454.75,244920.44
406,20241101,1,6,374276.79,239099.52,15202.32,250049.63,119974.95
407,20241101,1,7,755849.99,489368.83,39884.25,508056.34,226596.91
408,20241101,1,8,532138.37,376814.77,25904.3,369706.93,129419.3
409,20241101,2,1,165996.29,83134.63,4277.47,88162.85,78584.19
410,20241101,2,2,208113.24,113637.97,7418.0,112348.12,87057.27
411,20241101,2,3,1147906.37,669554.02,9314.63,647565.8,469037.72
412,20241101,2,4,966512.15,597143.43,36447.72,607510.22,332921.0
413,20241101,2,5,676641.3,401793.98,48548.23,424824.91,226299.09
414,20241101,2,6,263803.07,156556.5,7845.34,161795.46,99401.23
415,20241101,2,7,531074.59,318437.16,21387.16,323595.48,191250.27
416,20241101,2,8,386091.82,242524.56,13115.15,244311.47,130452.11
417,20241101,3,1,135681.11,72106.49,5334.39,73364.13,58240.23
418,20241101,3,2,169977.92,97797.37,9036.83,96498.97,63143.72
419,20241101,3,3,861942.01,515498.29,10311.24,544948.75,336132.48
420,20241101,3,4,763552.78,495967.38,40835.57,518489.64,226749.83
421,20241101,3,5,530873.72,324953.79,57306.6,355086.43,148613.33
422,20241101,3,6,191932.09,113263.9,8739.27,112562.82,69928.92
423,20241101,3,7,414072.2,251293.89,24060.81,270492.94,138717.5
424,20241101,3,8,311429.7,209235.75,14701.85,204439.69,87492.1
425,20241101,4,1,78823.42,38563.9,2987.24,39367.31,37272.28
426,20241101,4,2,96147.48,52285.72,4669.59,51770.7,39192.17
427,20241101,4,3,493931.4,290731.64,6194.76,294303.09,197005.0
428,20241101,4,4,421138.02,260836.82,22177.48,259349.88,138123.72
429,20241101,4,5,314308.46,193953.82,33743.86,206716.81,86610.78
430,20241101,4,6,123469.74,69980.14,5025.49,71170.12,48464.11
431,20241101,4,7,235981.14,136214.88,13034.32,142818.72,86731.94
432,20241101,4,8,180840.04,114539.16,8948.77,113715.91,57352.11
433,20241101,5,1,34858.4,19175.73,2271.14,19100.31,13411.53
434,20241101,5,2,41528.68,24497.35,4150.19,25512.19,12881.14
435,20241101,5,3,227111.82,145058.92,4939.25,152991.1,77113.65
436,20241101,5,4,194033.73,137220.22,19122.61,139128.15,37690.9
437,20241101,5,5,134581.7,89293.28,26433.41,102411.32,18855.01
438,20241101,5,6,49873.49,31062.94,4133.02,31560.08,14677.53
439,20241101,5,7,99354.59,62037.79,11769.05,65186.59,25547.75
440,20241101,5,8,75779.52,52769.24,7526.34,57915.85,15483.94
441,20241201,1,1,261227.16,140527.94,13946.33,142942.11,106752.89
442,20241201,1,2,314417.63,183073.05,23625.48,189937.03,107719.1
443,20241201,1,3,1658470.08,1091911.02,29761.46,1094021.26,536797.6
444,20241201,1,4,1438535.79,981185.0,123400.28,1017839.13,333950.51
445,20241201,1,5,991615.79,672637.66,164060.99,753135.78,154917.14
446,20241201,1,6,383108.73,247607.79,25084.66,256881.24,110416.28
447,20241201,1,7,782181.26,495668.58,71254.68,520697.32,215258.0
448,20241201,1,8,572350.43,392067.32,42413.06,421312.46,137870.05
449,20241201,2,1,176151.62,89086.22,2634.46,87704.81,84430.94
450,20241201,2,2,217701.86,119206.55,4435.32,115630.17,94059.99
451,20241201,2,3,1160984.85,667984.47,5750.71,669389.79,487249.67
452,20241201,2,4,977355.5,625146.33,22750.6,650304.91,329458.57
453,20241201,2,5,699960.49,413399.13,30272.27,438282.0,256289.09
454,20241201,2,6,275620.33,160733.8,4755.03,159908.6,110131.5
455,20241201,2,7,542458.21,321796.59,12298.91,318187.13,208362.71
456,20241201,2,8,394030.06,254554.63,7919.27,262944.32,131556.16
457,20241201,3,1,142955.42,73406.42,3373.56,73267.7,66175.44
458,20241201,3,2,168546.71,94708.8,5609.52,94544.87,68228.39
459,20241201,3,3,943696.34,567204.03,6789.99,583079.68,369702.32
460,20241201,3,4,800311.63,533710.12,25713.56,547996.41,240887.95
461,20241201,3,5,552315.77,354524.62,39369.86,369572.21,158421.29
462,20241201,3,6,204060.99,126024.13,5299.51,130496.19,72737.35
463,20241201,3,7,404498.78,249590.04,15456.13,247985.34,139452.61
464,20241201,3,8,307758.91,197819.88,10389.89,194715.79,99549.14
465,20241201,4,1,81934.56,40702.37,3428.31,43894.75,37803.88
466,20241201,4,2,103758.54,54000.81,5478.73,57736.14,44279.0
467,20241201,4,3,559068.14,317993.85,6540.01,307182.68,234534.28
468,20241201,4,4,443298.25,269034.84,25695.56,288983.46,148567.85
469,20241201,4,5,338742.48,201249.71,36396.47,210227.36,101096.3
470,20241201,4,6,121051.05,70880.85,5662.1,73172.76,44508.1
471,20241201,4,7,238037.74,140742.74,15452.97,143482.06,81842.03
472,20241201,4,8,193561.42,125317.4,10138.96,129932.23,58105.06
473,20241201,5,1,35811.77,19392.65,1676.16,20685.1,14742.96
474,20241201,5,2,45476.08,27009.75,2786.0,28309.67,15680.33
475,20241201,5,3,227392.18,142098.98,3679.98,141859.96,81613.22
476,20241201,5,4,202586.27,144043.1,13797.52,155997.11,44745.65
477,20241201,5,5,147954.31,95545.37,19900.19,98899.83,32508.75
478,20241201,5,6,52221.64,32731.39,2839.8,32477.72,16650.45
479,20241201,5,7,105315.07,66468.37,7808.89,71895.48,31037.81
480,20241201,5,8,83032.09,57803.47,5214.12,56788.9,20014.5
481,20250101,1,1,223853.65,124730.47,13402.15,134813.68,85721.03
482,20250101,1,2,292381.37,177011.31,24155.76,186623.12,91214.3
483,20250101,1,3,1468482.01,962425.97,26843.36,937727.99,479212.68
484,20250101,1,4,1253307.73,866190.18,109606.32,875450.86,277511.23
485,20250101,1,5,965984.03,634096.27,158811.11,678970.7,173076.65
486,20250101,1,6,359730.26,231198.6,22581.12,247241.34,105950.54
487,20250101,1,7,679712.43,448457.25,62781.4,453816.32,168473.78
488,20250101,1,8,532458.89,370318.58,39794.64,397276.38,122345.67
489,20250101,2,1,164549.51,82738.16,3233.64,81719.26,78577.71
490,20250101,2,2,199981.49,109206.31,5195.75,113578.81,85579.43
491,20250101,2,3,1016046.25,615167.69,6346.83,618072.54,394531.73
492,20250101,2,4,869289.44,552236.53,26693.6,559628.96,290359.31
493,20250101,2,5,644973.29,374580.32,37333.55,371523.39,233059.42
494,20250101,2,6,251595.87,143614.46,5134.14,149863.98,102847.27
495,20250101,2,7,466243.64,274155.61,14296.65,283697.32,177791.38
496,20250101,2,8,371101.81,234674.89,9405.76,228944.01,127021.16
497,20250101,3,1,125838.59,66282.53,3645.54,65551.97,55910.52
498,20250101,3,2,155666.68,89393.76,6028.09,92416.33,60244.83
499,20250101,3,3,807651.23,478091.14,7102.27,472695.13,322457.82
500,20250101,3,4,707241.92,447711.46,32011.44,471244.7,227519.02
501,20250101,3,5,526236.08,340786.48,40387.76,355041.44,145061.84
502,20250101,3,6,197955.9,118617.97,6555.37,123432.88,72782.56
503,20250101,3,7,387850.84,235498.13,17907.37,234905.29,134445.34
504,20250101,3,8,276374.21,187471.87,11671.17,193680.41,77231.17
505,20250101,4,1,72620.15,36306.54,4002.79,39147.52,32310.82
506,20250101,4,2,92367.71,49705.28,6422.42,50767.96,36240.01
507,20250101,4,3,479165.22,270142.48,8334.83,277351.47,200687.91
508,20250101,4,4,408576.67,253725.18,33367.41,256580.83,121484.08
509,20250101,4,5,296661.63,181514.38,47918.99,205080.71,67228.26
510,20250101,4,6,115386.72,66025.95,6379.12,65092.71,42981.65
511,20250101,4,7,225662.24,132971.96,18994.74,133830.84,73695.54
512,20250101,4,8,168895.05,104159.54,11857.82,103392.02,52877.69
513,20250101,5,1,32078.64,17493.77,2888.53,19227.15,11696.34
514,20250101,5,2,40484.0,22804.77,4752.32,25453.5,12926.91
515,20250101,5,3,201097.82,127591.36,5324.93,131525.45,68181.53
516,20250101,5,4,180552.09,129201.02,22392.04,141351.29,28959.03
517,20250101,5,5,132026.79,85141.15,31755.57,96508.47,15130.07
518,20250101,5,6,46642.49,29783.2,4866.88,31943.14,11992.41
519,20250101,5,7,96071.82,59688.91,12521.26,65479.72,23861.65
520,20250101,5,8,73644.12,50819.12,7991.09,53036.97,14833.91
521,20250201,1,1,238305.77,129169.62,13530.59,140529.46,95605.56
522,20250201,1,2,300039.23,182143.67,21575.96,192933.67,96319.6
523,20250201,1,3,1497520.58,978807.69,27080.75,958649.84,491632.14
524,20250201,1,4,1299651.75,883925.98,108503.2,901707.82,307222.57
525,20250201,1,5,956844.55,643281.09,155982.28,725073.74,157581.18
526,20250201,1,6,345430.14,222469.48,23578.4,220932.82,99382.26
527,20250201,1,7,699675.79,467630.63,60074.08,473791.88,171971.08
528,20250201,1,8,563190.21,385642.18,40850.52,418599.24,136697.51
529,20250201,2,1,171820.74,85924.64,3831.7,90744.9,82064.4
530,20250201,2,2,202158.06,109026.58,5966.41,106935.9,87165.07
531,20250201,2,3,1034228.82,622916.1,7383.67,622711.96,403929.05
532,20250201,2,4,921265.91,595481.88,29037.62,611080.37,296746.41
533,20250201,2,5,687541.0,393967.3,44593.43,412049.34,248980.27
534,20250201,2,6,249732.74,145168.15,6431.26,149630.63,98133.33
535,20250201,2,7,478567.4,289511.16,18663.46,289452.55,170392.78
536,20250201,2,8,361775.26,232597.72,11326.56,243004.99,117850.98
537,20250201,3,1,126737.21,66265.76,4143.52,65377.74,56327.93
538,20250201,3,2,158481.16,88483.62,6672.82,88493.54,63324.72
539,20250201,3,3,834992.5,506707.63,8386.27,488070.63,319898.6
540,20250201,3,4,695628.54,444483.21,32540.72,470334.6,218604.61
541,20250201,3,5,522900.46,335096.51,48814.02,354500.66,138989.93
542,20250201,3,6,201013.32,117219.01,7149.67,122499.91,76644.64
543,20250201,3,7,380883.51,230502.26,20623.22,245240.49,129758.03
544,20250201,3,8,307935.98,198282.48,12393.14,203853.59,97260.36
545,20250201,4,1,76087.63,36373.88,3509.47,36387.82,36204.28
546,20250201,4,2,94289.14,50719.35,6137.29,52704.73,37432.5
547,20250201,4,3,521032.02,301795.77,6931.07,298747.12,212305.18
548,20250201,4,4,436458.53,265254.91,28777.45,266224.94,142426.17
549,20250201,4,5,298087.22,177385.24,38899.71,198097.31,81802.27
550,20250201,4,6,112536.68,62306.29,5992.38,63382.58,44238.01
551,20250201,4,7,230431.58,133931.86,15604.28,133838.73,80895.44
552,20250201,4,8,179609.23,116077.61,10430.5,114519.9,53101.12
553,20250201,5,1,32394.33,17865.5,2109.71,19238.85,12419.12
554,20250201,5,2,41716.56,24621.35,3517.2,26569.03,13578.01
555,20250201,5,3,213733.67,131443.02,4249.18,130694.71,78041.47
556,20250201,5,4,185112.77,128195.0,16525.68,128191.24,40392.09
557,20250201,5,5,133648.58,89414.31,26099.48,98459.7,18134.79
558,20250201,5,6,50193.34,31737.71,3872.17,34415.19,14583.46
559,20250201,5,7,101500.01,66336.91,10105.87,69650.93,25057.23
560,20250201,5,8,76669.56,53292.09,6556.43,56548.42,16821.04
561,20250301,1,1,254313.21,139727.8,15692.8,140000.75,98892.61
562,20250301,1,2,298586.46,176325.49,26424.37,185041.94,95836.6
563,20250301,1,3,1640381.02,1061175.76,31464.16,1079185.21,547741.1
564,20250301,1,4,1361309.45,950639.24,124241.23,946126.79,286428.98
565,20250301,1,5,1034723.46,701535.23,179107.95,774136.51,154080.28
566,20250301,1,6,371369.49,232049.29,24653.48,243696.65,114666.72
567,20250301,1,7,722407.4,471409.4,69349.64,482912.33,181648.36
568,20250301,1,8,583754.16,414668.41,43518.18,442723.8,125567.57
569,20250301,2,1,170989.44,84001.21,2496.9,81455.75,84491.33
570,20250301,2,2,218161.8,119537.83,4546.37,115973.66,94077.6
571,20250301,2,3,1146925.22,693804.16,5501.79,706673.0,447619.27
572,20250301,2,4,912923.16,574531.45,20239.0,593951.99,318152.71
573,20250301,2,5,664208.56,388088.29,28625.17,388242.68,247495.1
574,20250301,2,6,261780.78,149063.52,4459.94,147043.96,108257.32
575,20250301,2,7,530324.57,324054.86,12937.87,324202.86,193331.84
576,20250301,2,8,398328.44,251084.22,7869.01,256989.69,139375.21
577,20250301,3,1,136354.59,71589.22,6383.86,77087.92,58381.51
578,20250301,3,2,167936.69,91491.21,10379.66,95810.37,66065.82
579,20250301,3,3,850883.92,533516.88,12696.65,515139.07,304670.39
580,20250301,3,4,717702.82,474467.63,49469.97,480539.42,193765.22
581,20250301,3,5,524243.65,321416.78,69398.9,343893.29,133427.97
582,20250301,3,6,212283.64,125591.69,9826.6,129111.69,76865.35
583,20250301,3,7,408715.59,256979.54,28727.79,259485.26,123008.26
584,20250301,3,8,303872.82,197749.5,17710.54,199657.32,88412.78
585,20250301,4,1,79030.47,39243.09,3783.76,40324.81,36003.62
586,20250301,4,2,101654.66,53163.24,6922.03,53635.42,41569.39
587,20250301,4,3,526873.61,304963.02,8072.94,310766.28,213837.65
588,20250301,4,4,451111.31,275022.16,31137.1,299461.79,144952.05
589,20250301,4,5,317105.69,189146.45,42951.23,195922.49,85008.01
590,20250301,4,6,115788.44,66296.05,6684.67,69025.92,42807.72
591,20250301,4,7,240114.13,145295.52,17632.52,148489.18,77186.09
592,20250301,4,8,181876.59,115226.59,11235.09,124194.92,55414.91
593,20250301,5,1,32984.62,17584.58,3699.77,18484.81,11700.27
594,20250301,5,2,40918.35,23361.22,6019.82,26675.96,11537.31
595,20250301,5,3,226739.77,146517.91,7398.55,144250.43,72823.31
596,20250301,5,4,185957.23,134424.93,28292.99,138140.13,23239.31
597,20250301,5,5,140132.03,85882.26,43039.21,99260.94,11210.56
598,20250301,5,6,51405.91,32304.64,6092.54,35486.01,13008.73
599,20250301,5,7,99975.46,64332.85,17584.46,67333.08,18058.15
600,20250301,5,8,76221.72,50394.29,10319.21,53781.44,15508.22
601,20250401,1,1,247704.89,138927.57,12642.98,146900.58,96134.34
602,20250401,1,2,323950.06,186446.71,21040.4,195599.75,116462.95
603,20250401,1,3,1730013.97,1113002.02,23798.18,1123428.96,593213.77
604,20250401,1,4,1488250.28,1004151.06,104237.76,1048409.48,379861.46
605,20250401,1,5,1003892.18,661184.89,149069.88,711037.31,193637.41
606,20250401,1,6,381916.26,236329.0,21059.63,245397.15,124527.63
607,20250401,1,7,765995.71,500400.78,59962.66,541207.08,205632.27
608,20250401,1,8,594616.36,406606.64,38295.94,403486.63,149713.78
609,20250401,2,1,183805.36,93133.47,1765.85,93992.17,88906.04
610,20250401,2,2,221610.88,118400.71,2716.5,117839.49,100493.67
611,20250401,2,3,1184083.69,681169.42,3479.06,664735.83,499435.21
612,20250401,2,4,935064.55,589573.91,13553.52,591837.3,331937.12
613,20250401,2,5,711855.62,417436.85,18337.29,436626.92,276081.48
614,20250401,2,6,257683.5,148775.06,2970.44,144476.82,105938.0
615,20250401,2,7,553314.35,329344.14,8470.36,325192.83,215499.85
616,20250401,2,8,402971.61,260849.78,5278.1,252742.57,136843.73
617,20250401,3,1,136618.18,72226.01,5397.13,72890.21,58995.04
618,20250401,3,2,171955.86,94699.82,9490.58,99711.67,67765.46
619,20250401,3,3,926501.89,570258.56,10121.6,586774.33,346121.73
620,20250401,3,4,805938.9,526388.93,43985.48,540405.04,235564.49
621,20250401,3,5,565376.16,360987.35,58532.1,388844.49,145856.71
622,20250401,3,6,219955.81,132729.95,9241.43,131301.73,77984.43
623,20250401,3,7,424371.91,266034.74,24648.47,280506.65,133688.7
624,20250401,3,8,309262.81,200443.36,16517.16,209738.39,92302.29
625,20250401,4,1,81970.07,40702.29,5018.23,42657.53,36249.55
626,20250401,4,2,104021.1,54682.74,8847.53,55143.42,40490.83
627,20250401,4,3,542195.57,318534.63,10293.82,308807.19,213367.12
628,20250401,4,4,458316.93,284392.76,40038.88,286718.73,133885.29
629,20250401,4,5,334689.47,200178.48,61983.48,218479.26,72527.51
630,20250401,4,6,124508.09,72390.44,8656.57,72110.89,43461.08
631,20250401,4,7,254478.7,146699.44,24362.69,159625.36,83416.57
632,20250401,4,8,194098.0,123914.67,15322.4,126492.46,54860.93
633,20250401,5,1,35977.0,19105.11,3165.04,21160.57,13706.85
634,20250401,5,2,43761.18,25579.94,5412.16,26979.56,12769.08
635,20250401,5,3,233426.16,144387.2,6408.9,152160.31,82630.06
636,20250401,5,4,191613.16,133867.28,24776.54,136556.22,32969.34
637,20250401,5,5,140203.89,88793.07,35230.82,99647.55,16180.0
638,20250401,5,6,53006.32,32226.19,5480.15,35115.38,15299.98
639,20250401,5,7,108269.66,69002.5,15481.47,78061.2,23785.69
640,20250401,5,8,81121.49,56435.3,9609.85,56882.41,15076.34
641,20250501,1,1,272948.63,145917.86,13916.61,147540.53,113114.16
642,20250501,1,2,332108.85,199090.86,22412.45,208118.13,110605.54
643,20250501,1,3,1674793.67,1075114.87,27716.52,1093168.06,571962.28
644,20250501,1,4,1462347.94,1000860.55,107548.24,1088959.82,353939.15
645,20250501,1,5,1062606.53,707815.25,159950.51,738347.28,194840.77
646,20250501,1,6,404548.94,259463.08,22264.42,270246.46,122821.44
647,20250501,1,7,825064.43,539506.22,64818.56,563702.14,220739.65
648,20250501,1,8,579661.67,393895.13,38877.46,398478.5,146889.08
649,20250501,2,1,183585.89,90061.45,2582.15,95153.02,90942.29
650,20250501,2,2,237039.05,125089.85,4524.55,131456.14,107424.65
651,20250501,2,3,1212469.57,703412.85,5165.37,709073.79,503891.35
652,20250501,2,4,979198.54,599225.41,20802.81,602276.58,359170.32
653,20250501,2,5,710127.4,417148.42,32015.14,446717.09,260963.84
654,20250501,2,6,277310.8,164310.64,4293.75,172676.15,108706.41
655,20250501,2,7,531586.93,315536.94,12415.36,306516.29,203634.63
656,20250501,2,8,393401.08,246386.86,7884.64,259514.91,139129.58
657,20250501,3,1,142926.72,75267.54,4160.17,75747.47,63499.01
658,20250501,3,2,188245.49,102393.55,7066.98,107900.4,78784.96
659,20250501,3,3,974557.68,578177.43,8392.56,589429.77,387987.69
660,20250501,3,4,829846.81,544782.5,33908.73,543481.99,251155.58
661,20250501,3,5,570843.63,355060.85,45649.9,382977.04,170132.88
662,20250501,3,6,224022.62,137809.41,6414.48,138522.76,79798.73
663,20250501,3,7,453490.29,288761.99,18197.17,287863.26,146531.13
664,20250501,3,8,326319.82,213481.68,11877.7,211745.83,100960.44
665,20250501,4,1,87647.22,42947.05,3325.48,45070.85,41374.69
666,20250501,4,2,103938.41,54937.6,5167.73,58450.13,43833.08
667,20250501,4,3,528074.34,308703.8,6392.51,306104.32,212978.03
668,20250501,4,4,466501.7,291057.01,25244.65,301280.01,150200.04
669,20250501,4,5,337681.39,198815.75,39162.59,220585.38,99703.05
670,20250501,4,6,132462.14,75065.35,5684.3,76905.04,51712.49
671,20250501,4,7,255630.63,154615.74,15558.89,166274.72,85456.0
672,20250501,4,8,193966.22,122070.54,10445.01,127582.31,61450.67
673,20250501,5,1,37921.91,20140.13,5516.83,21385.17,12264.95
674,20250501,5,2,44803.23,26082.91,10163.5,30044.98,8556.82
675,20250501,5,3,243193.69,148648.6,11314.96,145626.83,83230.13
676,20250501,5,4,203166.12,139804.5,47108.33,159898.65,16253.29
677,20250501,5,5,139477.68,66726.27,61593.2,90354.07,11158.21
678,20250501,5,6,52313.58,31639.82,9403.14,34294.05,11270.62
679,20250501,5,7,112369.02,71442.02,25322.31,77969.62,15604.69
680,20250501,5,8,79577.39,52617.4,17930.36,59577.99,9029.63
681,20250601,1,1,268419.62,152000.32,10336.66,151213.71,106082.64
682,20250601,1,2,331545.33,193185.16,16127.39,197314.85,122232.78
683,20250601,1,3,1717833.82,1097947.68,19005.7,1083291.46,600880.44
684,20250601,1,4,1553336.93,1074117.61,77900.39,1150531.08,401318.93
685,20250601,1,5,1081848.8,732406.31,118253.44,811039.65,231189.05
686,20250601,1,6,397796.7,243639.48,16269.72,247995.06,137887.5
687,20250601,1,7,851377.91,552449.11,46732.5,542016.03,252196.3
688,20250601,1,8,599774.76,425011.7,30241.48,444135.52,144521.58
689,20250601,2,1,178630.81,87183.51,2756.46,85151.97,88690.84
690,20250601,2,2,243591.33,129695.15,4664.6,128468.98,109231.58
691,20250601,2,3,1216518.05,727660.97,5272.94,742895.66,483584.14
692,20250601,2,4,1053005.69,671956.16,22183.48,649514.46,358866.05
693,20250601,2,5,757557.86,429596.07,28648.75,461082.54,299313.04
694,20250601,2,6,275465.28,156729.74,4503.85,160041.64,114231.69
695,20250601,2,7,567896.99,336776.89,12671.82,350628.11,218448.28
696,20250601,2,8,405389.54,259466.47,8207.76,260908.69,137715.31
697,20250601,3,1,155542.44,81864.33,3614.18,79958.1,70063.93
698,20250601,3,2,189149.85,103845.98,6193.05,105504.45,79110.82
699,20250601,3,3,979080.0,586980.14,7155.54,590563.83,384944.32
700,20250601,3,4,820740.83,535225.48,29552.08,552535.58,255963.27
701,20250601,3,5,618405.59,383618.91,44552.24,408774.23,190234.44
702,20250601,3,6,219951.68,133412.68,5954.38,133698.65,80584.62
703,20250601,3,7,453944.07,288620.97,16910.22,283189.28,148412.88
704,20250601,3,8,344555.72,229434.69,11050.8,244138.2,104070.23
705,20250601,4,1,85575.91,43024.96,3310.38,42365.31,39240.57
706,20250601,4,2,112562.26,59556.67,5453.68,62687.2,47551.91
707,20250601,4,3,551824.91,322937.8,6587.06,331929.65,222300.05
708,20250601,4,4,469275.85,296010.63,27505.99,320755.9,145759.23
709,20250601,4,5,339324.17,207664.11,36938.48,228100.09,94721.58
710,20250601,4,6,131727.01,74780.37,5437.93,77632.8,51508.71
711,20250601,4,7,265562.81,157459.13,14774.33,161097.06,93329.35
712,20250601,4,8,200324.38,128878.5,9437.68,135622.04,62008.2
713,20250601,5,1,36959.65,20241.73,2619.3,21418.17,14098.62
714,20250601,5,2,48307.71,27470.6,4772.32,28904.95,16064.79
715,20250601,5,3,239178.4,149758.98,5393.93,144514.79,84025.49
716,20250601,5,4,209808.4,151235.6,23204.62,151711.41,35368.18
717,20250601,5,5,154201.68,97848.81,32955.25,114427.86,23397.62
718,20250601,5,6,58214.47,35837.36,4706.14,37338.56,17670.97
719,20250601,5,7,110151.42,70294.52,12459.3,74296.64,27397.6
720,20250601,5,8,83913.69,58711.52,8308.23,59548.33,16893.94
721,20250701,1,1,262930.25,145027.05,14615.41,152927.47,103287.79
722,20250701,1,2,328058.45,198098.21,26137.6,208923.11,103822.64
723,20250701,1,3,1851007.02,1162505.66,32350.48,1121153.89,656150.88
724,20250701,1,4,1444296.63,968727.83,128773.57,983072.05,346795.23
725,20250701,1,5,1092434.66,732784.03,175609.98,808953.74,184040.65
726,20250701,1,6,404145.73,258108.79,26950.83,265213.63,119086.11
727,20250701,1,7,810017.67,528956.58,69532.49,549435.87,211528.6
728,20250701,1,8,616782.43,435120.29,46190.29,447400.12,135471.85
729,20250701,2,1,180590.86,87811.28,4065.97,85057.47,88713.61
730,20250701,2,2,235857.7,128703.01,6416.15,132355.07,100738.54
731,20250701,2,3,1250096.86,733569.67,8347.23,718690.24,508179.96
732,20250701,2,4,1054476.38,683713.57,31321.14,660117.12,339441.67
733,20250701,2,5,770731.58,459221.33,46981.86,465988.07,264528.39
734,20250701,2,6,290216.94,172608.3,7062.63,169935.3,110546.01
735,20250701,2,7,548981.76,332869.19,18295.55,342669.9,197817.02
736,20250701,2,8,402419.94,251877.35,12622.44,255174.79,137920.15
737,20250701,3,1,144128.5,73477.48,4164.31,74890.69,66486.71
738,20250701,3,2,182583.91,104172.47,6598.24,106147.19,71813.2
739,20250701,3,3,958039.15,584662.45,8127.18,562336.44,365249.52
740,20250701,3,4,809734.75,520295.79,33468.93,518892.07,255970.03
741,20250701,3,5,578252.71,365726.12,46026.84,374749.75,166499.75
742,20250701,3,6,222161.3,134627.19,6786.0,135378.87,80748.11
743,20250701,3,7,466247.93,284254.09,19093.87,301249.56,162899.97
744,20250701,3,8,325654.79,209768.67,11918.28,219049.73,103967.84
745,20250701,4,1,84540.89,41433.85,4928.19,44812.51,38178.85
746,20250701,4,2,110484.26,58339.21,8977.09,64509.16,43167.96
747,20250701,4,3,572586.77,329281.71,10235.79,349072.31,233069.27
748,20250701,4,4,497730.6,312860.59,41286.49,311127.82,143583.52
749,20250701,4,5,334860.08,201630.89,60945.54,227651.19,72283.65
750,20250701,4,6,135559.57,75739.95,8600.69,82410.09,51218.93
751,20250701,4,7,249983.41,148058.65,22605.0,151586.29,79319.76
752,20250701,4,8,193783.41,125641.63,14979.91,137257.06,53161.87
753,20250701,5,1,38478.8,20720.35,3392.38,21105.04,14366.07
754,20250701,5,2,45115.46,26411.9,5952.63,29238.9,12750.93
755,20250701,5,3,242372.16,153929.71,7179.55,153345.09,81262.9
756,20250701,5,4,202405.56,141812.14,28015.66,153175.42,32577.76
757,20250701,5,5,142966.94,91481.83,40420.66,104446.27,11064.45
758,20250701,5,6,55816.24,35271.41,5638.47,38500.33,14906.36
759,20250701,5,7,106629.11,67152.46,15804.77,69965.64,23671.88
760,20250701,5,8,84130.08,58803.06,10851.25,62159.78,14475.77
761,20250801,1,1,264958.83,149920.17,13661.74,152225.13,101376.92
762,20250801,1,2,326189.03,193801.03,24514.33,203054.23,107873.67
763,20250801,1,3,1753188.14,1132162.97,27276.91,1101955.41,593748.26
764,20250801,1,4,1472419.02,1026586.57,108228.4,1017712.63,337604.05
765,20250801,1,5,1090038.76,728004.8,162404.41,758217.7,199629.55
766,20250801,1,6,402679.88,246167.31,22909.61,258056.41,133602.96
767,20250801,1,7,795723.51,516565.17,61521.47,557222.1,217636.87
768,20250801,1,8,607422.61,408573.95,40043.69,418724.4,158804.97
769,20250801,2,1,186184.03,95015.56,3964.8,99395.26,87203.67
770,20250801,2,2,221579.44,119097.87,7168.55,117957.32,95313.02
771,20250801,2,3,1204752.91,716432.29,7924.98,683930.0,480395.64
772,20250801,2,4,970366.37,624493.11,31762.25,607024.24,314111.01
773,20250801,2,5,724189.68,420485.71,48001.54,449538.4,255702.43
774,20250801,2,6,286075.16,169580.09,6684.11,179144.45,109810.96
775,20250801,2,7,528843.97,311064.42,19069.35,318442.52,198710.2
776,20250801,2,8,421665.5,271836.3,12260.16,286352.95,137569.04
777,20250801,3,1,154952.6,80124.38,6755.3,79392.95,68072.92
778,20250801,3,2,193192.61,109365.37,10618.57,112749.45,73208.67
779,20250801,3,3,928994.46,576986.83,12642.15,553747.98,339365.48
780,20250801,3,4,845987.51,552271.38,52629.05,558447.52,241087.08
781,20250801,3,5,580931.82,363918.35,77523.74,383980.84,139489.73
782,20250801,3,6,233549.14,139407.61,10555.25,138344.09,83586.28
783,20250801,3,7,429976.67,265418.04,32340.16,284070.23,132218.47
784,20250801,3,8,338177.35,219589.65,20476.99,230032.64,98110.71
785,20250801,4,1,85501.04,41921.05,4977.03,42089.18,38602.96
786,20250801,4,2,108548.94,56051.84,8391.06,60692.32,44106.04
787,20250801,4,3,549903.72,325357.25,9757.1,340873.77,214789.37
788,20250801,4,4,490894.0,305731.5,42008.43,317004.46,143154.07
789,20250801,4,5,351908.87,209094.61,59619.92,228190.78,83194.34
790,20250801,4,6,133174.61,75374.17,8367.81,75502.83,49432.63
791,20250801,4,7,253224.31,145981.24,23551.03,156643.89,83692.04
792,20250801,4,8,198409.95,122403.14,14846.78,123852.36,61160.03
